Protein,MC4_Rank,MCT_Rank
TGRH88_047740,4040,3496
TGRH88_010220,4041,4406
TGRH88_043410,4042,4430
TGRH88_014390,4043,3601
TGRH88_058570,4044,4321
TGRH88_072610,4045,4039
TGRH88_071260,4046,3573
TGRH88_061920,4047,4355
TGRH88_035620,4048,3851
TGRH88_025280,4049,3814
TGRH88_000120,4050,4364
TGRH88_037010,4051,3465
TGRH88_033360,4052,4405
TGRH88_018820,4053,3994
TGRH88_001210,4054,4038
TGRH88_047640,4055,4027
TGRH88_069490,4056,3985
TGRH88_086470,4057,4011
TGRH88_034820,4058,4183
TGRH88_081440,4059,4134
TGRH88_075310,4060,3668
TGRH88_082260,4061,4378
TGRH88_042990,4062,3825
TGRH88_037790,4063,3819
TGRH88_036170,4064,4494
TGRH88_072800,4065,4158
TGRH88_049100,4066,3893
TGRH88_068670,4067,4341
TGRH88_059960,4068,4470
TGRH88_066560,4069,4490
TGRH88_043740,4070,4564
TGRH88_009910,4071,4384
TGRH88_052160,4072,4272
TGRH88_067060,4073,3551
TGRH88_051930,4074,3897
TGRH88_050690,4075,3859
TGRH88_067650,4076,4001
TGRH88_011910,4077,4169
TGRH88_043180,4078,3972
TGRH88_063210,4079,4347
TGRH88_045440,4080,3704
TGRH88_050310,4081,4166
TGRH88_004840,4082,3916
TGRH88_078110,4083,4062
TGRH88_036860,4084,4558
TGRH88_025410,4085,4604
TGRH88_000820,4086,4297
TGRH88_085620,4087,4284
TGRH88_008770,4088,3908
TGRH88_065640,4089,4021
TGRH88_072590,4090,3889
TGRH88_075540,4091,3836
TGRH88_051060,4092,3924
TGRH88_037290,4093,4640
TGRH88_041660,4094,4502
TGRH88_027120,4095,4187
TGRH88_008400,4096,4588
TGRH88_015060,4097,4716
TGRH88_033950,4098,4201
TGRH88_030460,4099,3919
TGRH88_023480,4100,4482
TGRH88_004300,4101,4318
TGRH88_062190,4102,3806
TGRH88_074900,4103,4615
TGRH88_071600,4104,4104
TGRH88_041770,4105,3733
TGRH88_063710,4106,4592
TGRH88_024270,4107,3582
TGRH88_028630,4108,3932
TGRH88_078320,4109,4444
TGRH88_042160,4110,3503
TGRH88_020590,4111,3569
TGRH88_003900,4112,4507
TGRH88_086420,4113,3989
TGRH88_046970,4114,3843
TGRH88_041700,4115,4449
TGRH88_081850,4116,4287
TGRH88_067880,4117,4249
TGRH88_017680,4118,4683
TGRH88_000730,4119,4532
TGRH88_032230,4120,4692
TGRH88_006530,4121,4445
TGRH88_069030,4122,4334
TGRH88_023970,4123,3779
TGRH88_047160,4124,4193
TGRH88_077760,4125,3746
TGRH88_071430,4126,3945
TGRH88_084520,4127,4550
TGRH88_079120,4128,4046
TGRH88_077600,4129,4252
TGRH88_065910,4130,4122
TGRH88_056290,4131,4043
TGRH88_029570,4132,4454
TGRH88_020850,4133,4034
TGRH88_005640,4134,4008
TGRH88_052670,4135,4631
TGRH88_076810,4136,3740
TGRH88_078120,4137,4483
TGRH88_040780,4138,3958
TGRH88_026670,4139,4711
TGRH88_072530,4140,3991
TGRH88_082390,4141,3505
TGRH88_011950,4142,3682
TGRH88_042800,4143,4435
TGRH88_058120,4144,3774
TGRH88_001970,4145,4700
TGRH88_015910,4146,4468
TGRH88_047800,4147,3914
TGRH88_067450,4148,3944
TGRH88_034450,4149,3904
TGRH88_070230,4150,3995
TGRH88_035450,4151,4414
TGRH88_030230,4152,4209
TGRH88_057770,4153,3603
TGRH88_034460,4154,3975
TGRH88_057990,4155,4446
TGRH88_060470,4156,4225
TGRH88_065940,4157,4335
TGRH88_022290,4158,3963
TGRH88_066250,4159,4041
TGRH88_027900,4160,3970
TGRH88_045060,4161,3841
TGRH88_039060,4162,4518
TGRH88_004060,4163,4510
TGRH88_064320,4164,4581
TGRH88_022270,4165,3583
TGRH88_001830,4166,4698
TGRH88_038400,4167,4529
TGRH88_054510,4168,4010
TGRH88_013860,4169,4366
TGRH88_074550,4170,4353
TGRH88_037660,4171,4079
TGRH88_005220,4172,4049
TGRH88_076080,4173,4323
TGRH88_073060,4174,3637
TGRH88_054710,4175,4372
TGRH88_043950,4176,4227
TGRH88_009030,4177,3947
TGRH88_005890,4178,4447
TGRH88_068750,4179,4652
TGRH88_035530,4180,4409
TGRH88_069190,4181,3795
TGRH88_066030,4182,4117
TGRH88_082910,4183,4189
TGRH88_075970,4184,4302
TGRH88_027270,4185,3997
TGRH88_076430,4186,3580
TGRH88_062600,4187,4670
TGRH88_047690,4188,4423
TGRH88_006150,4189,4773
TGRH88_030350,4190,4128
TGRH88_060670,4191,4543
TGRH88_046950,4192,3955
TGRH88_039950,4193,4292
TGRH88_067360,4194,4569
TGRH88_005560,4195,4058
TGRH88_008060,4196,4392
TGRH88_058060,4197,4037
TGRH88_026830,4198,3928
TGRH88_001410,4199,4810
TGRH88_011320,4200,4548
TGRH88_001540,4201,4282
TGRH88_058660,4202,3886
TGRH88_015700,4203,4556
TGRH88_077950,4204,4522
TGRH88_065620,4205,3798
TGRH88_077700,4206,4263
TGRH88_077090,4207,4115
TGRH88_072460,4208,4149
TGRH88_076940,4209,4283
TGRH88_039910,4210,4005
TGRH88_082840,4211,3614
TGRH88_000420,4212,3979
TGRH88_058520,4213,4511
TGRH88_026380,4214,4144
TGRH88_073400,4215,3743
TGRH88_022810,4216,4107
TGRH88_000140,4217,4686
TGRH88_071800,4218,3483
TGRH88_011440,4219,4098
TGRH88_076720,4220,4255
TGRH88_029590,4221,4448
TGRH88_039270,4222,4352
TGRH88_047540,4223,4082
TGRH88_075690,4224,3988
TGRH88_055440,4225,4684
TGRH88_018510,4226,4666
TGRH88_063880,4227,4000
TGRH88_055790,4228,4718
TGRH88_074840,4229,4514
TGRH88_039000,4230,4036
TGRH88_040930,4231,4285
TGRH88_052750,4232,4338
TGRH88_063660,4233,4381
TGRH88_081230,4234,4151
TGRH88_052650,4235,4484
TGRH88_035890,4236,4555
TGRH88_049950,4237,3730
TGRH88_076260,4238,3751
TGRH88_041250,4239,4322
TGRH88_046000,4240,4182
TGRH88_026680,4241,4261
TGRH88_041450,4242,3878
TGRH88_086000,4243,4526
TGRH88_017930,4244,4789
TGRH88_054530,4245,4301
TGRH88_013360,4246,4102
TGRH88_022620,4247,4629
TGRH88_082550,4248,4388
TGRH88_031750,4249,4214
TGRH88_049450,4250,3909
TGRH88_072820,4251,3842
TGRH88_078210,4252,4016
TGRH88_059490,4253,3787
TGRH88_050450,4254,4093
TGRH88_050580,4255,4679
TGRH88_035410,4256,4069
TGRH88_000890,4257,4613
TGRH88_057050,4258,4042
TGRH88_008660,4259,4689
TGRH88_029650,4260,4408
TGRH88_044270,4261,4660
TGRH88_079010,4262,4354
TGRH88_062120,4263,4339
TGRH88_070470,4264,4245
TGRH88_060360,4265,4742
TGRH88_062970,4266,3824
TGRH88_058260,4267,4589
TGRH88_064990,4268,3996
TGRH88_043190,4269,3965
TGRH88_004460,4270,4616
TGRH88_036900,4271,4310
TGRH88_050880,4272,4024
TGRH88_062390,4273,4265
TGRH88_077150,4274,4309
TGRH88_077240,4275,4089
TGRH88_013260,4276,4820
TGRH88_069850,4277,4485
TGRH88_034050,4278,4127
TGRH88_048750,4279,4345
TGRH88_070880,4280,4162
TGRH88_023170,4281,4164
TGRH88_045750,4282,4781
TGRH88_014820,4283,4048
TGRH88_026110,4284,4696
TGRH88_058580,4285,3785
TGRH88_035860,4286,4573
TGRH88_082030,4287,4560
TGRH88_012160,4288,4012
TGRH88_018390,4289,4213
TGRH88_004770,4290,4908
TGRH88_033870,4291,4591
TGRH88_025540,4292,4237
TGRH88_028700,4293,3753
TGRH88_049790,4294,4455
TGRH88_065230,4295,4403
TGRH88_004170,4296,4741
TGRH88_071810,4297,3778
TGRH88_069940,4298,4020
TGRH88_023960,4299,4850
TGRH88_052880,4300,4818
TGRH88_032740,4301,4619
TGRH88_062500,4302,3790
TGRH88_053470,4303,4032
TGRH88_015620,4304,4505
TGRH88_006990,4305,4664
TGRH88_046160,4306,4180
TGRH88_020220,4307,4889
TGRH88_076640,4308,4110
TGRH88_080210,4309,4473
TGRH88_029510,4310,4534
TGRH88_061040,4311,3686
TGRH88_011270,4312,4389
TGRH88_035760,4313,4617
TGRH88_010150,4314,4191
TGRH88_023430,4315,4393
TGRH88_002730,4316,4856
TGRH88_044380,4317,4387
TGRH88_059950,4318,4224
TGRH88_023030,4319,3902
TGRH88_018640,4320,4295
TGRH88_012100,4321,4674
TGRH88_067070,4322,4233
TGRH88_068390,4323,3993
TGRH88_056270,4324,4432
TGRH88_057060,4325,4236
TGRH88_046370,4326,4697
TGRH88_070430,4327,4239
TGRH88_051700,4328,4754
TGRH88_071500,4329,4219
TGRH88_033510,4330,4097
TGRH88_010840,4331,4659
TGRH88_050430,4332,3952
TGRH88_047900,4333,4397
TGRH88_010320,4334,4902
TGRH88_044570,4335,4575
TGRH88_003250,4336,4501
TGRH88_031610,4337,4804
TGRH88_039750,4338,3864
TGRH88_062360,4339,3622
TGRH88_057650,4340,4242
TGRH88_029700,4341,4728
TGRH88_063360,4342,3912
TGRH88_085870,4343,4653
TGRH88_071100,4344,4167
TGRH88_078910,4345,4148
TGRH88_062400,4346,4095
TGRH88_082200,4347,4270
TGRH88_022210,4348,4218
TGRH88_006080,4349,3766
TGRH88_003380,4350,4796
TGRH88_061730,4351,4726
TGRH88_052530,4352,4361
TGRH88_023850,4353,4691
TGRH88_062230,4354,3763
TGRH88_052320,4355,4146
TGRH88_037710,4356,4234
TGRH88_034040,4357,3749
TGRH88_060010,4358,3826
TGRH88_026640,4359,4618
TGRH88_034390,4360,4143
TGRH88_031200,4361,4140
TGRH88_040690,4362,4235
TGRH88_010260,4363,4953
TGRH88_069970,4364,3827
TGRH88_008410,4365,4072
TGRH88_010040,4366,4844
TGRH88_051300,4367,4109
TGRH88_076580,4368,3811
TGRH88_072170,4369,3692
TGRH88_019740,4370,4721
TGRH88_055190,4371,4597
TGRH88_028680,4372,3966
TGRH88_050240,4373,4112
TGRH88_016750,4374,4232
TGRH88_049910,4375,4462
TGRH88_049540,4376,4286
TGRH88_063480,4377,3858
TGRH88_044790,4378,4727
TGRH88_037330,4379,4940
TGRH88_008280,4380,4570
TGRH88_014470,4381,3876
TGRH88_067620,4382,4795
TGRH88_055030,4383,4745
TGRH88_005380,4384,4870
TGRH88_008230,4385,4508
TGRH88_047870,4386,4349
TGRH88_077050,4387,4551
TGRH88_024610,4388,4554
TGRH88_044180,4389,4476
TGRH88_011500,4390,4976
TGRH88_022080,4391,4066
TGRH88_033370,4392,4667
TGRH88_010720,4393,5004
TGRH88_064350,4394,4121
TGRH88_082190,4395,4523
TGRH88_052850,4396,4487
TGRH88_039760,4397,4663
TGRH88_033900,4398,4306
TGRH88_042080,4399,3856
TGRH88_032030,4400,4426
TGRH88_029880,4401,3931
TGRH88_056160,4402,4610
TGRH88_064100,4403,4279
TGRH88_069670,4404,4075
TGRH88_074620,4405,4085
TGRH88_072810,4406,4299
TGRH88_003790,4407,4017
TGRH88_022570,4408,4695
TGRH88_013850,4409,4982
TGRH88_039210,4410,4928
TGRH88_042860,4411,4172
TGRH88_028660,4412,5005
TGRH88_062680,4413,4165
TGRH88_038730,4414,4784
TGRH88_023500,4415,4331
TGRH88_006810,4416,4579
TGRH88_026510,4417,4757
TGRH88_072970,4418,3769
TGRH88_004070,4419,4994
TGRH88_016590,4420,4084
TGRH88_020460,4421,4185
TGRH88_053790,4422,4962
TGRH88_071910,4423,4830
TGRH88_007330,4424,4638
TGRH88_039190,4425,4118
TGRH88_056020,4426,4394
TGRH88_026880,4427,5014
TGRH88_056330,4428,4216
TGRH88_016230,4429,5043
TGRH88_028530,4430,4911
TGRH88_021140,4431,5042
TGRH88_039040,4432,4769
TGRH88_049730,4433,4899
TGRH88_065660,4434,4853
TGRH88_068530,4435,3921
TGRH88_008460,4436,4521
TGRH88_046140,4437,4379
TGRH88_053980,4438,4580
TGRH88_039170,4439,3910
TGRH88_063010,4440,4340
TGRH88_058330,4441,3799
TGRH88_062790,4442,4025
TGRH88_032560,4443,4537
TGRH88_034210,4444,4970
TGRH88_021770,4445,3881
TGRH88_028600,4446,5002
TGRH88_040370,4447,4549
TGRH88_055050,4448,4129
TGRH88_063290,4449,4578
TGRH88_040030,4450,4223
TGRH88_008650,4451,4735
TGRH88_049050,4452,4071
TGRH88_019040,4453,3920
TGRH88_027110,4454,4832
TGRH88_006020,4455,4647
TGRH88_052070,4456,3984
TGRH88_079650,4457,3642
TGRH88_039230,4458,4922
TGRH88_058490,4459,4247
TGRH88_064720,4460,4814
TGRH88_045970,4461,3936
TGRH88_069830,4462,4934
TGRH88_009340,4463,4931
TGRH88_014340,4464,4120
TGRH88_017140,4465,4474
TGRH88_056430,4466,4837
TGRH88_027740,4467,5064
TGRH88_049070,4468,4459
TGRH88_075740,4469,4305
TGRH88_008670,4470,4979
TGRH88_037530,4471,4424
TGRH88_039990,4472,4288
TGRH88_064460,4473,4805
TGRH88_008870,4474,4846
TGRH88_044840,4475,4608
TGRH88_067350,4476,4599
TGRH88_065040,4477,4367
TGRH88_054890,4478,4300
TGRH88_024310,4479,5052
TGRH88_061440,4480,4601
TGRH88_010350,4481,4363
TGRH88_039680,4482,4829
TGRH88_059900,4483,3918
TGRH88_005350,4484,4399
TGRH88_016330,4485,4260
TGRH88_083080,4486,5069
TGRH88_068230,4487,4831
TGRH88_068350,4488,4123
TGRH88_019620,4489,4206
TGRH88_067770,4490,4897
TGRH88_045550,4491,5003
TGRH88_017840,4492,4533
TGRH88_046820,4493,4461
TGRH88_042910,4494,4642
TGRH88_057190,4495,4314
TGRH88_069350,4496,4202
TGRH88_012650,4497,4752
TGRH88_014930,4498,5100
TGRH88_077160,4499,4135
TGRH88_035660,4500,4412
TGRH88_037730,4501,4762
TGRH88_002420,4502,4635
TGRH88_034570,4503,4404
TGRH88_051830,4504,3898
TGRH88_045850,4505,3968
TGRH88_010330,4506,4648
TGRH88_036700,4507,4845
TGRH88_038840,4508,4504
TGRH88_052640,4509,4843
TGRH88_001500,4510,4605
TGRH88_060430,4511,4154
TGRH88_045420,4512,4196
TGRH88_009010,4513,4559
TGRH88_080470,4514,4729
TGRH88_026980,4515,4975
TGRH88_051480,4516,4969
TGRH88_025890,4517,4765
TGRH88_078770,4518,4888
TGRH88_036260,4519,4898
TGRH88_058910,4520,4673
TGRH88_048610,4521,4152
TGRH88_004130,4522,4520
TGRH88_059580,4523,4715
TGRH88_070280,4524,4603
TGRH88_029020,4525,5153
TGRH88_046040,4526,3974
TGRH88_040460,4527,4390
TGRH88_072960,4528,3862
TGRH88_034920,4529,4374
TGRH88_038480,4530,4988
TGRH88_071310,4531,5035
TGRH88_050990,4532,4495
TGRH88_072640,4533,4567
TGRH88_069230,4534,4269
TGRH88_017770,4535,5067
TGRH88_053220,4536,4057
TGRH88_073310,4537,4499
TGRH88_085790,4538,4974
TGRH88_051020,4539,4808
TGRH88_015980,4540,4654
TGRH88_040830,4541,4055
TGRH88_070940,4542,4333
TGRH88_058350,4543,4539
TGRH88_085740,4544,4894
TGRH88_026770,4545,4960
TGRH88_003120,4546,5187
TGRH88_003780,4547,4806
TGRH88_063020,4548,4775
TGRH88_033460,4549,4867
TGRH88_070440,4550,4365
TGRH88_060920,4551,5045
TGRH88_060390,4552,4995
TGRH88_052710,4553,4177
TGRH88_062990,4554,4577
TGRH88_031040,4555,4491
TGRH88_053950,4556,5114
TGRH88_056570,4557,4946
TGRH88_035270,4558,4316
TGRH88_038930,4559,4973
TGRH88_008200,4560,4947
TGRH88_017980,4561,4794
TGRH88_074520,4562,4627
TGRH88_059250,4563,4450
TGRH88_022980,4564,5154
TGRH88_074080,4565,4090
TGRH88_019480,4566,4277
TGRH88_016610,4567,5029
TGRH88_018150,4568,5117
TGRH88_013460,4569,4131
TGRH88_072930,4570,4542
TGRH88_053580,4571,4464
TGRH88_079270,4572,4909
TGRH88_064370,4573,4176
TGRH88_049210,4574,3939
TGRH88_063100,4575,4386
TGRH88_057250,4576,4708
TGRH88_026050,4577,4243
TGRH88_068150,4578,4623
TGRH88_048330,4579,4371
TGRH88_062650,4580,4303
TGRH88_028760,4581,4598
TGRH88_071490,4582,4890
TGRH88_039930,4583,4801
TGRH88_047750,4584,4699
TGRH88_001910,4585,3934
TGRH88_047930,4586,4356
TGRH88_008840,4587,4637
TGRH88_044490,4588,5170
TGRH88_022170,4589,4733
TGRH88_053670,4590,3915
TGRH88_070570,4591,4481
TGRH88_039110,4592,4875
TGRH88_011350,4593,5206
TGRH88_054640,4594,4031
TGRH88_017290,4595,4362
TGRH88_008750,4596,4583
TGRH88_024440,4597,4312
TGRH88_050720,4598,4420
TGRH88_048310,4599,4883
TGRH88_073480,4600,4181
TGRH88_054720,4601,4594
TGRH88_014220,4602,4226
TGRH88_047790,4603,4157
TGRH88_055600,4604,4304
TGRH88_029530,4605,4099
TGRH88_069570,4606,5140
TGRH88_053240,4607,4633
TGRH88_077750,4608,4425
TGRH88_077270,4609,4860
TGRH88_024840,4610,4035
TGRH88_037120,4611,4836
TGRH88_026320,4612,4413
TGRH88_014180,4613,5176
TGRH88_006750,4614,4827
TGRH88_033690,4615,4525
TGRH88_041540,4616,4544
TGRH88_062880,4617,5036
TGRH88_074650,4618,4645
TGRH88_083320,4619,5171
TGRH88_004220,4620,4880
TGRH88_028250,4621,4267
TGRH88_006070,4622,4938
TGRH88_073820,4623,3907
TGRH88_053320,4624,4078
TGRH88_038350,4625,5059
TGRH88_015250,4626,5243
TGRH88_072600,4627,4246
TGRH88_021740,4628,4862
TGRH88_062520,4629,4538
TGRH88_057860,4630,5061
TGRH88_060060,4631,4178
TGRH88_010380,4632,4998
TGRH88_027810,4633,4612
TGRH88_004190,4634,5210
TGRH88_080390,4635,4842
TGRH88_045620,4636,4826
TGRH88_000600,4637,4240
TGRH88_020700,4638,4545
TGRH88_000580,4639,4064
TGRH88_070080,4640,4188
TGRH88_046180,4641,5278
TGRH88_072580,4642,4701
TGRH88_050320,4643,4590
TGRH88_070580,4644,4651
TGRH88_082040,4645,4954
TGRH88_003450,4646,5169
TGRH88_005360,4647,5246
TGRH88_068570,4648,4402
TGRH88_069810,4649,5221
TGRH88_070560,4650,4434
TGRH88_063990,4651,4749
TGRH88_051240,4652,4370
TGRH88_054030,4653,5139
TGRH88_043260,4654,4457
TGRH88_064580,4655,4626
TGRH88_071760,4656,5222
TGRH88_053080,4657,4337
TGRH88_042370,4658,4730
TGRH88_078490,4659,4774
TGRH88_013910,4660,4759
TGRH88_037350,4661,4748
TGRH88_071340,4662,4878
TGRH88_033620,4663,4400
TGRH88_075240,4664,4329
TGRH88_080690,4665,4858
TGRH88_025760,4666,4563
TGRH88_041520,4667,5279
TGRH88_002710,4668,4849
TGRH88_047170,4669,4278
TGRH88_065800,4670,4848
TGRH88_052600,4671,4852
TGRH88_023790,4672,4632
TGRH88_072020,4673,4634
TGRH88_010250,4674,5032
TGRH88_075770,4675,4841
TGRH88_064330,4676,4106
TGRH88_002350,4677,4751
TGRH88_054150,4678,4636
TGRH88_012030,4679,4669
TGRH88_044320,4680,4903
TGRH88_047890,4681,4768
TGRH88_046130,4682,4351
TGRH88_085700,4683,5198
TGRH88_003440,4684,5095
TGRH88_009540,4685,4289
TGRH88_002720,4686,4747
TGRH88_017450,4687,5189
TGRH88_034750,4688,4208
TGRH88_081150,4689,4725
TGRH88_072050,4690,4869
TGRH88_029820,4691,5311
TGRH88_050030,4692,4396
TGRH88_064600,4693,5159
TGRH88_041690,4694,4357
TGRH88_025630,4695,5103
TGRH88_082370,4696,4171
TGRH88_059280,4697,4957
TGRH88_050270,4698,4915
TGRH88_061130,4699,4350
TGRH88_021820,4700,4517
TGRH88_060000,4701,4163
TGRH88_038060,4702,4469
TGRH88_078220,4703,4929
TGRH88_038360,4704,4478
TGRH88_032020,4705,5018
TGRH88_047630,4706,4138
TGRH88_075950,4707,5023
TGRH88_068820,4708,4326
TGRH88_067100,4709,4418
TGRH88_067850,4710,4600
TGRH88_018470,4711,4083
TGRH88_014570,4712,4576
TGRH88_036750,4713,4593
TGRH88_003300,4714,5348
TGRH88_000650,4715,4500
TGRH88_028120,4716,4275
TGRH88_014080,4717,5096
TGRH88_038080,4718,4877
TGRH88_001960,4719,4546
TGRH88_047030,4720,5050
TGRH88_065060,4721,4737
TGRH88_053810,4722,4682
TGRH88_031990,4723,5333
TGRH88_027990,4724,5062
TGRH88_009580,4725,5327
TGRH88_005780,4726,4574
TGRH88_080620,4727,5081
TGRH88_079300,4728,5074
TGRH88_066920,4729,4803
TGRH88_031260,4730,4437
TGRH88_078380,4731,4886
TGRH88_062610,4732,5205
TGRH88_065790,4733,5240
TGRH88_061570,4734,4496
TGRH88_037820,4735,4463
TGRH88_057380,4736,4230
TGRH88_032380,4737,5326
TGRH88_016180,4738,5335
TGRH88_072340,4739,4290
TGRH88_000780,4740,4892
TGRH88_037240,4741,5094
TGRH88_067080,4742,4190
TGRH88_032570,4743,4945
TGRH88_077890,4744,5138
TGRH88_068030,4745,4971
TGRH88_080900,4746,4776
TGRH88_037920,4747,4410
TGRH88_005290,4748,4480
TGRH88_038980,4749,4793
TGRH88_043540,4750,4325
TGRH88_042450,4751,5373
TGRH88_025970,4752,4879
TGRH88_005280,4753,5270
TGRH88_002000,4754,5085
TGRH88_069990,4755,4896
TGRH88_042770,4756,4398
TGRH88_005400,4757,4800
TGRH88_016250,4758,5383
TGRH88_011590,4759,4720
TGRH88_025200,4760,4680
TGRH88_041780,4761,4547
TGRH88_036720,4762,4822
TGRH88_029840,4763,4077
TGRH88_069910,4764,4707
TGRH88_027710,4765,5130
TGRH88_009420,4766,5411
TGRH88_045080,4767,4770
TGRH88_074160,4768,4492
TGRH88_004540,4769,5083
TGRH88_035050,4770,4779
TGRH88_017530,4771,4552
TGRH88_080520,4772,4296
TGRH88_047180,4773,5017
TGRH88_075530,4774,4624
TGRH88_015260,4775,4428
TGRH88_000520,4776,5316
TGRH88_024340,4777,4874
TGRH88_076030,4778,5012
TGRH88_080120,4779,4460
TGRH88_012800,4780,4950
TGRH88_055480,4781,4465
TGRH88_035810,4782,5136
TGRH88_045380,4783,5201
TGRH88_027340,4784,5409
TGRH88_070690,4785,5380
TGRH88_061170,4786,4833
TGRH88_035350,4787,4427
TGRH88_063820,4788,5207
TGRH88_069450,4789,4819
TGRH88_078830,4790,4019
TGRH88_020310,4791,4639
TGRH88_058830,4792,4197
TGRH88_059850,4793,4861
TGRH88_018400,4794,5377
TGRH88_006690,4795,4602
TGRH88_025820,4796,4771
TGRH88_038850,4797,5044
TGRH88_009710,4798,4441
TGRH88_025490,4799,4790
TGRH88_045270,4800,4419
TGRH88_063540,4801,4442
TGRH88_076410,4802,4395
TGRH88_077140,4803,4937
TGRH88_055730,4804,4029
TGRH88_000980,4805,5186
TGRH88_063450,4806,4497
TGRH88_065350,4807,4646
TGRH88_019900,4808,5142
TGRH88_030790,4809,5352
TGRH88_041600,4810,5350
TGRH88_005600,4811,4739
TGRH88_062660,4812,4968
TGRH88_077310,4813,4452
TGRH88_028510,4814,4847
TGRH88_019440,4815,4513
TGRH88_067630,4816,4925
TGRH88_000930,4817,5091
TGRH88_052920,4818,4411
TGRH88_068080,4819,4047
TGRH88_044210,4820,4439
TGRH88_076350,4821,4614
TGRH88_068240,4822,5229
TGRH88_062540,4823,5300
TGRH88_074730,4824,4764
TGRH88_081660,4825,4719
TGRH88_059460,4826,4253
TGRH88_025450,4827,4369
TGRH88_010550,4828,5301
TGRH88_019670,4829,4486
TGRH88_052150,4830,5184
TGRH88_024970,4831,5359
TGRH88_056620,4832,4531
TGRH88_069370,4833,5394
TGRH88_055340,4834,5141
TGRH88_003660,4835,4256
TGRH88_023180,4836,4693
TGRH88_025050,4837,4568
TGRH88_017670,4838,4528
TGRH88_026480,4839,5025
TGRH88_070520,4840,4186
TGRH88_069750,4841,5349
TGRH88_074670,4842,4672
TGRH88_080930,4843,5292
TGRH88_026260,4844,4732
TGRH88_020230,4845,5202
TGRH88_086390,4846,5106
TGRH88_015400,4847,4200
TGRH88_059160,4848,4881
TGRH88_075900,4849,5419
TGRH88_039080,4850,4417
TGRH88_019220,4851,5317
TGRH88_060900,4852,4723
TGRH88_046220,4853,4941
TGRH88_033490,4854,5272
TGRH88_072420,4855,4407
TGRH88_067840,4856,4139
TGRH88_051940,4857,5351
TGRH88_001240,4858,5008
TGRH88_051040,4859,4668
TGRH88_029360,4860,4873
TGRH88_044830,4861,4498
TGRH88_050820,4862,5353
TGRH88_034530,4863,5275
TGRH88_011100,4864,4984
TGRH88_082410,4865,4383
TGRH88_076990,4866,4203
TGRH88_005240,4867,5426
TGRH88_046470,4868,5438
TGRH88_047620,4869,4863
TGRH88_050650,4870,5173
TGRH88_007090,4871,4643
TGRH88_018780,4872,4477
TGRH88_050540,4873,5024
TGRH88_069870,4874,4493
TGRH88_063720,4875,4385
TGRH88_029180,4876,5265
TGRH88_059050,4877,4142
TGRH88_056090,4878,4876
TGRH88_004800,4879,4893
TGRH88_030040,4880,5362
TGRH88_078930,4881,4348
TGRH88_053150,4882,4965
TGRH88_057100,4883,4809
TGRH88_001200,4884,4755
TGRH88_017110,4885,4704
TGRH88_079160,4886,4557
TGRH88_018560,4887,5314
TGRH88_046650,4888,4825
TGRH88_040640,4889,5101
TGRH88_034680,4890,4298
TGRH88_031700,4891,5332
TGRH88_076950,4892,4262
TGRH88_060950,4893,4972
TGRH88_013030,4894,5446
TGRH88_047050,4895,5204
TGRH88_055500,4896,5214
TGRH88_079100,4897,5341
TGRH88_060480,4898,4785
TGRH88_034640,4899,4308
TGRH88_068070,4900,4342
TGRH88_036520,4901,4307
TGRH88_022580,4902,5406
TGRH88_036270,4903,5497
TGRH88_081600,4904,5013
TGRH88_004980,4905,5128
TGRH88_014810,4906,4688
TGRH88_051200,4907,4709
TGRH88_033280,4908,5521
TGRH88_018050,4909,5166
TGRH88_076280,4910,4257
TGRH88_060200,4911,4786
TGRH88_015490,4912,5151
TGRH88_056810,4913,5518
TGRH88_024150,4914,4885
TGRH88_002550,4915,5217
TGRH88_012470,4916,5066
TGRH88_015050,4917,4431
TGRH88_010930,4918,5132
TGRH88_050020,4919,5224
TGRH88_081980,4920,4907
TGRH88_013240,4921,4540
TGRH88_083100,4922,4738
TGRH88_006120,4923,4346
TGRH88_018190,4924,5472
TGRH88_024420,4925,4887
TGRH88_026840,4926,5532
TGRH88_063440,4927,4797
TGRH88_037690,4928,5087
TGRH88_011030,4929,5203
TGRH88_046050,4930,5019
TGRH88_035390,4931,4541
TGRH88_019450,4932,4524
TGRH88_021910,4933,5148
TGRH88_026740,4934,4271
TGRH88_021950,4935,4917
TGRH88_070810,4936,5245
TGRH88_052000,4937,5346
TGRH88_002470,4938,4855
TGRH88_039720,4939,4317
TGRH88_039140,4940,4584
TGRH88_051030,4941,5276
TGRH88_057930,4942,4906
TGRH88_028290,4943,4812
TGRH88_053410,4944,5499
TGRH88_020470,4945,4710
TGRH88_024290,4946,4955
TGRH88_014270,4947,4758
TGRH88_039340,4948,5164
TGRH88_013790,4949,4586
TGRH88_003180,4950,5391
TGRH88_022840,4951,4625
TGRH88_052730,4952,5347
TGRH88_034310,4953,4453
TGRH88_008490,4954,4840
TGRH88_077940,4955,4456
TGRH88_043920,4956,4787
TGRH88_059710,4957,5422
TGRH88_072940,4958,5082
TGRH88_032260,4959,4512
TGRH88_045560,4960,4746
TGRH88_077570,4961,5256
TGRH88_059340,4962,4678
TGRH88_067670,4963,5338
TGRH88_040520,4964,5195
TGRH88_009250,4965,4145
TGRH88_076550,4966,4451
TGRH88_054570,4967,5112
TGRH88_068960,4968,4373
TGRH88_053430,4969,4778
TGRH88_008450,4970,4649
TGRH88_035230,4971,5190
