Protein,Copeland_Score,Copeland_Rank
TGRH88_077750,-284.0001157,4131
TGRH88_036350,-286.0001165,4132
TGRH88_067470,-288.0001173,4133
TGRH88_086270,-290.0001181,4134
TGRH88_082200,-296.0001206,4135
TGRH88_017670,-300.0001222,4136
TGRH88_068910,-310.0001263,4137
TGRH88_025060,-316.0001287,4138
TGRH88_075880,-318.0001295,4139
TGRH88_013640,-320.0001304,4140
TGRH88_008090,-322.0001312,4141
TGRH88_069150,-324.000132,4142
TGRH88_046700,-326.0001328,4143
TGRH88_079160,-328.0001336,4144
TGRH88_066890,-332.0001352,4145
TGRH88_023500,-332.0001352,4146
TGRH88_068060,-334.0001361,4147
TGRH88_043260,-334.0001361,4148
TGRH88_084530,-340.0001385,4149
TGRH88_044750,-346.0001409,4150
TGRH88_018520,-350.0001426,4151
TGRH88_026060,-352.0001434,4152
TGRH88_056620,-356.000145,4153
TGRH88_055820,-364.0001483,4154
TGRH88_040800,-370.0001507,4155
TGRH88_029450,-372.0001515,4156
TGRH88_040460,-380.0001548,4157
TGRH88_060940,-398.0001621,4158
TGRH88_020030,-402.0001638,4159
TGRH88_024700,-414.0001686,4160
TGRH88_014440,-416.0001695,4161
TGRH88_025540,-418.0001703,4162
TGRH88_045030,-432.000176,4163
TGRH88_073810,-434.0001768,4164
TGRH88_063010,-456.0001858,4165
TGRH88_065910,-472.0001923,4166
TGRH88_021270,-516.0002102,4167
TGRH88_076700,-530.0002159,4168
TGRH88_065040,-548.0002232,4169
TGRH88_073510,-552.0002249,4170
TGRH88_000650,-556.0002265,4171
TGRH88_070160,-558.0002273,4172
TGRH88_064680,-572.000233,4173
TGRH88_010410,-576.0002346,4174
TGRH88_003570,-582.0002371,4175
TGRH88_072870,-596.0002428,4176
TGRH88_080550,-612.0002493,4177
TGRH88_046800,-628.0002558,4178
TGRH88_012260,-634.0002583,4179
TGRH88_044120,-654.0002664,4180
TGRH88_015140,-656.0002672,4181
TGRH88_011170,-664.0002705,4182
TGRH88_082910,-676.0002754,4183
TGRH88_056550,-690.0002811,4184
TGRH88_059570,-706.0002876,4185
TGRH88_070470,-720.0002933,4186
TGRH88_039130,-748.0003047,4187
TGRH88_018820,-752.0003063,4188
TGRH88_043570,-758.0003088,4189
TGRH88_059450,-772.0003145,4190
TGRH88_026630,-782.0003185,4191
TGRH88_061690,-794.0003234,4192
TGRH88_023950,-808.0003291,4193
TGRH88_053360,-816.0003324,4194
TGRH88_007920,-828.0003373,4195
TGRH88_049170,-830.0003381,4196
TGRH88_025480,-834.0003397,4197
TGRH88_020440,-850.0003462,4198
TGRH88_025720,-868.0003536,4199
TGRH88_032360,-870.0003544,4200
TGRH88_057180,-882.0003593,4201
TGRH88_025050,-882.0003593,4202
TGRH88_006970,-884.0003601,4203
TGRH88_032710,-916.0003731,4204
TGRH88_018640,-920.0003748,4205
TGRH88_070390,-932.0003797,4206
TGRH88_046140,-952.0003878,4207
TGRH88_034570,-956.0003894,4208
TGRH88_081990,-974.0003968,4209
TGRH88_085180,-974.0003968,4210
TGRH88_047870,-982.0004,4211
TGRH88_052030,-984.0004008,4212
TGRH88_062390,-986.0004016,4213
TGRH88_015480,-994.0004049,4214
TGRH88_042680,-1024.000417,4215
TGRH88_078240,-1026.000418,4216
TGRH88_022840,-1030.00042,4217
TGRH88_013290,-1036.000422,4218
TGRH88_012640,-1058.000431,4219
TGRH88_039440,-1062.000433,4220
TGRH88_032580,-1080.00044,4221
TGRH88_024920,-1090.000444,4222
TGRH88_028990,-1090.000444,4223
TGRH88_064940,-1102.000449,4224
TGRH88_014450,-1104.00045,4225
TGRH88_081540,-1106.000451,4226
TGRH88_035140,-1106.000451,4227
TGRH88_046310,-1112.000453,4228
TGRH88_008450,-1126.000459,4229
TGRH88_004240,-1138.000464,4230
TGRH88_064650,-1140.000464,4231
TGRH88_036490,-1150.000468,4232
TGRH88_062300,-1156.000471,4233
TGRH88_025750,-1158.000472,4234
TGRH88_071180,-1160.000473,4235
TGRH88_035660,-1178.00048,4236
TGRH88_050710,-1202.00049,4237
TGRH88_031190,-1210.000493,4238
TGRH88_041310,-1216.000495,4239
TGRH88_075400,-1234.000503,4240
TGRH88_079000,-1234.000503,4241
TGRH88_017270,-1248.000508,4242
TGRH88_059250,-1258.000512,4243
TGRH88_081440,-1268.000517,4244
TGRH88_065370,-1284.000523,4245
TGRH88_017530,-1290.000525,4246
TGRH88_077560,-1302.00053,4247
TGRH88_074780,-1302.00053,4248
TGRH88_047160,-1306.000532,4249
TGRH88_026680,-1310.000534,4250
TGRH88_078430,-1336.000544,4251
TGRH88_021820,-1346.000548,4252
TGRH88_056340,-1350.00055,4253
TGRH88_033080,-1354.000552,4254
TGRH88_070700,-1356.000552,4255
TGRH88_042050,-1366.000556,4256
TGRH88_036890,-1380.000562,4257
TGRH88_041780,-1386.000565,4258
TGRH88_009600,-1392.000567,4259
TGRH88_018710,-1396.000569,4260
TGRH88_029680,-1398.000569,4261
TGRH88_017590,-1400.00057,4262
TGRH88_051610,-1410.000574,4263
TGRH88_073750,-1420.000578,4264
TGRH88_016010,-1424.00058,4265
TGRH88_043950,-1426.000581,4266
TGRH88_076720,-1460.000595,4267
TGRH88_024640,-1460.000595,4268
TGRH88_006090,-1466.000597,4269
TGRH88_022140,-1468.000598,4270
TGRH88_023670,-1470.000599,4271
TGRH88_053580,-1472.0006,4272
TGRH88_030230,-1476.000601,4273
TGRH88_013430,-1486.000605,4274
TGRH88_005350,-1486.000605,4275
TGRH88_011830,-1508.000614,4276
TGRH88_053480,-1508.000614,4277
TGRH88_050310,-1518.000618,4278
TGRH88_061580,-1526.000622,4279
TGRH88_068580,-1578.000643,4280
TGRH88_058680,-1580.000644,4281
TGRH88_073200,-1596.00065,4282
TGRH88_039770,-1606.000654,4283
TGRH88_001480,-1612.000657,4284
TGRH88_052450,-1612.000657,4285
TGRH88_012630,-1620.00066,4286
TGRH88_028080,-1644.00067,4287
TGRH88_075390,-1650.000672,4288
TGRH88_011910,-1662.000677,4289
TGRH88_042970,-1668.000679,4290
TGRH88_047320,-1672.000681,4291
TGRH88_022820,-1680.000684,4292
TGRH88_070570,-1680.000684,4293
TGRH88_047910,-1680.000684,4294
TGRH88_027120,-1682.000685,4295
TGRH88_035990,-1684.000686,4296
TGRH88_056020,-1712.000697,4297
TGRH88_086530,-1724.000702,4298
TGRH88_045300,-1724.000702,4299
TGRH88_080990,-1740.000709,4300
TGRH88_052530,-1744.00071,4301
TGRH88_036900,-1754.000714,4302
TGRH88_035160,-1786.000728,4303
TGRH88_066120,-1804.000735,4304
TGRH88_040930,-1826.000744,4305
TGRH88_072800,-1830.000745,4306
TGRH88_045200,-1836.000748,4307
TGRH88_077700,-1838.000749,4308
TGRH88_016270,-1838.000749,4309
TGRH88_016310,-1844.000751,4310
TGRH88_033950,-1852.000754,4311
TGRH88_036830,-1854.000755,4312
TGRH88_037530,-1860.000758,4313
TGRH88_054580,-1924.000784,4314
TGRH88_060470,-1930.000786,4315
TGRH88_077150,-1942.000791,4316
TGRH88_059340,-1942.000791,4317
TGRH88_054530,-1944.000792,4318
TGRH88_033910,-1944.000792,4319
TGRH88_007090,-1946.000793,4320
TGRH88_047560,-1950.000794,4321
TGRH88_001700,-1956.000797,4322
TGRH88_081240,-1964.0008,4323
TGRH88_058200,-1968.000802,4324
TGRH88_055540,-1984.000808,4325
TGRH88_060020,-1996.000813,4326
TGRH88_074890,-2000.000815,4327
TGRH88_071750,-2006.000817,4328
TGRH88_005740,-2008.000818,4329
TGRH88_082750,-2030.000827,4330
TGRH88_055320,-2044.000833,4331
TGRH88_047090,-2044.000833,4332
TGRH88_027870,-2046.000833,4333
TGRH88_050440,-2054.000837,4334
TGRH88_037640,-2056.000838,4335
TGRH88_053340,-2064.000841,4336
TGRH88_076520,-2076.000846,4337
TGRH88_006690,-2090.000851,4338
TGRH88_062980,-2100.000855,4339
TGRH88_056120,-2102.000856,4340
TGRH88_029270,-2108.000859,4341
TGRH88_001960,-2112.00086,4342
TGRH88_033110,-2112.00086,4343
TGRH88_034810,-2124.000865,4344
TGRH88_077360,-2132.000868,4345
TGRH88_076540,-2136.00087,4346
TGRH88_073100,-2138.000871,4347
TGRH88_015270,-2144.000873,4348
TGRH88_040290,-2152.000877,4349
TGRH88_076350,-2158.000879,4350
TGRH88_070380,-2184.00089,4351
TGRH88_055360,-2186.00089,4352
TGRH88_019070,-2186.00089,4353
TGRH88_022460,-2186.00089,4354
TGRH88_034410,-2194.000894,4355
TGRH88_018730,-2206.000899,4356
TGRH88_010590,-2206.000899,4357
TGRH88_034820,-2226.000907,4358
TGRH88_000630,-2240.000912,4359
TGRH88_048630,-2252.000917,4360
TGRH88_031040,-2252.000917,4361
TGRH88_053400,-2254.000918,4362
TGRH88_014570,-2260.000921,4363
TGRH88_042020,-2262.000921,4364
TGRH88_046820,-2266.000923,4365
TGRH88_008140,-2268.000924,4366
TGRH88_024480,-2278.000928,4367
TGRH88_048750,-2282.00093,4368
TGRH88_005780,-2302.000938,4369
TGRH88_011560,-2310.000941,4370
TGRH88_051650,-2318.000944,4371
TGRH88_046660,-2318.000944,4372
TGRH88_065690,-2320.000945,4373
TGRH88_028560,-2330.000949,4374
TGRH88_010420,-2338.000952,4375
TGRH88_020920,-2348.000956,4376
TGRH88_069900,-2352.000958,4377
TGRH88_001540,-2360.000961,4378
TGRH88_050000,-2366.000964,4379
TGRH88_030910,-2370.000965,4380
TGRH88_039960,-2370.000965,4381
TGRH88_041250,-2382.00097,4382
TGRH88_071610,-2396.000976,4383
TGRH88_062120,-2398.000977,4384
TGRH88_070600,-2406.00098,4385
TGRH88_076830,-2416.000984,4386
TGRH88_076940,-2422.000987,4387
TGRH88_020470,-2434.000991,4388
TGRH88_058980,-2434.000991,4389
TGRH88_030720,-2436.000992,4390
TGRH88_039950,-2440.000994,4391
TGRH88_023120,-2446.000996,4392
TGRH88_004510,-2462.001003,4393
TGRH88_018460,-2464.001004,4394
TGRH88_059150,-2482.001011,4395
TGRH88_059650,-2486.001013,4396
TGRH88_075550,-2522.001027,4397
TGRH88_074690,-2528.00103,4398
TGRH88_050990,-2562.001044,4399
TGRH88_014810,-2584.001053,4400
TGRH88_049070,-2588.001054,4401
TGRH88_043280,-2594.001057,4402
TGRH88_036750,-2600.001059,4403
TGRH88_073310,-2602.00106,4404
TGRH88_029850,-2616.001066,4405
TGRH88_037390,-2620.001067,4406
TGRH88_034430,-2628.001071,4407
TGRH88_033690,-2632.001072,4408
TGRH88_022800,-2638.001075,4409
TGRH88_077600,-2654.001081,4410
TGRH88_051040,-2658.001083,4411
TGRH88_025760,-2668.001087,4412
TGRH88_075970,-2680.001092,4413
TGRH88_047460,-2698.001099,4414
TGRH88_065350,-2722.001109,4415
TGRH88_030650,-2752.001121,4416
TGRH88_072300,-2762.001125,4417
TGRH88_052750,-2770.001128,4418
TGRH88_003410,-2772.001129,4419
TGRH88_075730,-2784.001134,4420
TGRH88_016070,-2784.001134,4421
TGRH88_078720,-2788.001136,4422
TGRH88_058990,-2796.001139,4423
TGRH88_012060,-2798.00114,4424
TGRH88_044530,-2810.001145,4425
TGRH88_064240,-2822.00115,4426
TGRH88_003150,-2824.00115,4427
TGRH88_057730,-2826.001151,4428
TGRH88_009040,-2826.001151,4429
TGRH88_062520,-2828.001152,4430
TGRH88_075530,-2830.001153,4431
TGRH88_049260,-2842.001158,4432
TGRH88_077900,-2848.00116,4433
TGRH88_055210,-2848.00116,4434
TGRH88_051200,-2854.001163,4435
TGRH88_075300,-2858.001164,4436
TGRH88_056560,-2862.001166,4437
TGRH88_013130,-2862.001166,4438
TGRH88_020700,-2864.001167,4439
TGRH88_021090,-2864.001167,4440
TGRH88_066430,-2866.001167,4441
TGRH88_047960,-2874.001171,4442
TGRH88_032030,-2876.001172,4443
TGRH88_062100,-2900.001181,4444
TGRH88_026570,-2908.001185,4445
TGRH88_064270,-2926.001192,4446
TGRH88_067850,-2928.001193,4447
TGRH88_013880,-2936.001196,4448
TGRH88_034730,-2946.0012,4449
TGRH88_026920,-2948.001201,4450
TGRH88_044380,-2960.001206,4451
TGRH88_020310,-2960.001206,4452
TGRH88_060550,-2964.001207,4453
TGRH88_034630,-2964.001207,4454
TGRH88_047900,-2968.001209,4455
TGRH88_067880,-2968.001209,4456
TGRH88_045560,-2970.00121,4457
TGRH88_019110,-2972.001211,4458
TGRH88_081590,-2972.001211,4459
TGRH88_032430,-2996.00122,4460
TGRH88_058650,-3010.001226,4461
TGRH88_051740,-3020.00123,4462
TGRH88_004330,-3032.001235,4463
TGRH88_005980,-3032.001235,4464
TGRH88_074670,-3032.001235,4465
TGRH88_019210,-3042.001239,4466
TGRH88_079010,-3066.001249,4467
TGRH88_038840,-3070.001251,4468
TGRH88_019270,-3072.001251,4469
TGRH88_009070,-3074.001252,4470
TGRH88_067010,-3090.001259,4471
TGRH88_041540,-3100.001263,4472
TGRH88_059820,-3122.001272,4473
TGRH88_043910,-3128.001274,4474
TGRH88_080260,-3144.001281,4475
TGRH88_051800,-3150.001283,4476
TGRH88_083100,-3172.001292,4477
TGRH88_081720,-3176.001294,4478
TGRH88_005120,-3182.001296,4479
TGRH88_031150,-3206.001306,4480
TGRH88_017110,-3212.001308,4481
TGRH88_039270,-3230.001316,4482
TGRH88_076080,-3258.001327,4483
TGRH88_003640,-3276.001334,4484
TGRH88_066500,-3286.001339,4485
TGRH88_023180,-3288.001339,4486
TGRH88_011620,-3300.001344,4487
TGRH88_011270,-3308.001348,4488
TGRH88_078200,-3308.001348,4489
TGRH88_001780,-3314.00135,4490
TGRH88_046080,-3314.00135,4491
TGRH88_013140,-3330.001356,4492
TGRH88_041950,-3344.001362,4493
TGRH88_062750,-3348.001364,4494
TGRH88_023430,-3356.001367,4495
TGRH88_007510,-3360.001369,4496
TGRH88_017550,-3372.001374,4497
TGRH88_048980,-3378.001376,4498
TGRH88_027100,-3378.001376,4499
TGRH88_077840,-3386.001379,4500
TGRH88_083170,-3398.001384,4501
TGRH88_081690,-3402.001386,4502
TGRH88_027030,-3424.001395,4503
TGRH88_050320,-3426.001396,4504
TGRH88_043780,-3428.001396,4505
TGRH88_058740,-3442.001402,4506
TGRH88_017140,-3442.001402,4507
TGRH88_037200,-3468.001413,4508
TGRH88_041550,-3488.001421,4509
TGRH88_008390,-3494.001423,4510
TGRH88_032500,-3508.001429,4511
TGRH88_053430,-3524.001436,4512
TGRH88_040160,-3538.001441,4513
TGRH88_063660,-3562.001451,4514
TGRH88_014270,-3568.001453,4515
TGRH88_059360,-3590.001462,4516
TGRH88_060900,-3592.001463,4517
TGRH88_011970,-3594.001464,4518
TGRH88_081850,-3598.001466,4519
TGRH88_014030,-3604.001468,4520
TGRH88_044770,-3618.001474,4521
TGRH88_018080,-3632.001479,4522
TGRH88_065940,-3666.001493,4523
TGRH88_046620,-3676.001497,4524
TGRH88_021590,-3702.001508,4525
TGRH88_048400,-3708.00151,4526
TGRH88_004130,-3714.001513,4527
TGRH88_032610,-3716.001514,4528
TGRH88_072930,-3730.001519,4529
TGRH88_017320,-3742.001524,4530
TGRH88_045860,-3748.001527,4531
TGRH88_038000,-3750.001528,4532
TGRH88_085620,-3752.001528,4533
TGRH88_014910,-3756.00153,4534
TGRH88_065230,-3762.001532,4535
TGRH88_052160,-3768.001535,4536
TGRH88_081890,-3778.001539,4537
TGRH88_043920,-3796.001546,4538
TGRH88_071890,-3816.001554,4539
TGRH88_056270,-3834.001562,4540
TGRH88_020530,-3852.001569,4541
TGRH88_049910,-3862.001573,4542
TGRH88_010460,-3880.001581,4543
TGRH88_081660,-3880.001581,4544
TGRH88_074550,-3898.001588,4545
TGRH88_058350,-3920.001597,4546
TGRH88_032080,-3926.001599,4547
TGRH88_008750,-3928.0016,4548
TGRH88_068660,-3952.00161,4549
TGRH88_074710,-3956.001611,4550
TGRH88_044180,-3964.001615,4551
TGRH88_077650,-3964.001615,4552
TGRH88_069640,-3966.001616,4553
TGRH88_026260,-3968.001616,4554
TGRH88_009140,-3984.001623,4555
TGRH88_015920,-3986.001624,4556
TGRH88_000040,-3986.001624,4557
TGRH88_015440,-3996.001628,4558
TGRH88_040340,-3998.001629,4559
TGRH88_032200,-4002.00163,4560
TGRH88_073720,-4010.001633,4561
TGRH88_071730,-4012.001634,4562
TGRH88_048530,-4018.001637,4563
TGRH88_002120,-4070.001658,4564
TGRH88_030500,-4078.001661,4565
TGRH88_076460,-4078.001661,4566
TGRH88_054720,-4080.001662,4567
TGRH88_000820,-4086.001664,4568
TGRH88_052850,-4090.001666,4569
TGRH88_054150,-4132.001683,4570
TGRH88_069030,-4142.001687,4571
TGRH88_016030,-4148.00169,4572
TGRH88_001200,-4154.001692,4573
TGRH88_060200,-4164.001696,4574
TGRH88_017830,-4168.001698,4575
TGRH88_072020,-4172.001699,4576
TGRH88_029650,-4186.001705,4577
TGRH88_049780,-4204.001712,4578
TGRH88_023790,-4212.001716,4579
TGRH88_013860,-4214.001717,4580
TGRH88_025200,-4220.001719,4581
TGRH88_082550,-4230.001723,4582
TGRH88_060090,-4242.001728,4583
TGRH88_033960,-4264.001737,4584
TGRH88_054710,-4274.001741,4585
TGRH88_030020,-4276.001742,4586
TGRH88_078230,-4288.001747,4587
TGRH88_059240,-4294.001749,4588
TGRH88_041750,-4296.00175,4589
TGRH88_028790,-4302.001752,4590
TGRH88_027810,-4308.001755,4591
TGRH88_064580,-4314.001757,4592
TGRH88_011040,-4318.001759,4593
TGRH88_055530,-4322.001761,4594
TGRH88_025320,-4342.001769,4595
TGRH88_063440,-4358.001775,4596
TGRH88_069910,-4364.001778,4597
TGRH88_004300,-4378.001783,4598
TGRH88_064340,-4384.001786,4599
TGRH88_062990,-4394.00179,4600
TGRH88_060480,-4404.001794,4601
TGRH88_072640,-4404.001794,4602
TGRH88_035150,-4408.001796,4603
TGRH88_053810,-4416.001799,4604
TGRH88_083310,-4424.001802,4605
TGRH88_062810,-4430.001805,4606
TGRH88_051590,-4450.001813,4607
TGRH88_003210,-4450.001813,4608
TGRH88_011600,-4462.001818,4609
TGRH88_048990,-4464.001818,4610
TGRH88_030660,-4474.001822,4611
TGRH88_060220,-4492.00183,4612
TGRH88_028760,-4516.00184,4613
TGRH88_017840,-4544.001851,4614
TGRH88_054840,-4560.001858,4615
TGRH88_004380,-4574.001863,4616
TGRH88_015730,-4576.001864,4617
TGRH88_053200,-4588.001869,4618
TGRH88_069290,-4590.00187,4619
TGRH88_080190,-4590.00187,4620
TGRH88_066020,-4600.001874,4621
TGRH88_029390,-4612.001879,4622
TGRH88_014410,-4616.00188,4623
TGRH88_014460,-4624.001884,4624
TGRH88_008520,-4628.001885,4625
TGRH88_011610,-4628.001885,4626
TGRH88_009010,-4632.001887,4627
TGRH88_047230,-4632.001887,4628
TGRH88_063170,-4654.001896,4629
TGRH88_065560,-4662.001899,4630
TGRH88_040900,-4686.001909,4631
TGRH88_005600,-4698.001914,4632
TGRH88_009690,-4712.001919,4633
TGRH88_024280,-4720.001923,4634
TGRH88_008460,-4736.001929,4635
TGRH88_011590,-4754.001937,4636
TGRH88_008060,-4768.001942,4637
TGRH88_008780,-4772.001944,4638
TGRH88_011370,-4778.001946,4639
TGRH88_020110,-4790.001951,4640
TGRH88_081100,-4796.001954,4641
TGRH88_028290,-4798.001954,4642
TGRH88_012030,-4822.001964,4643
TGRH88_049790,-4826.001966,4644
TGRH88_074730,-4826.001966,4645
TGRH88_012500,-4886.00199,4646
TGRH88_043210,-4896.001994,4647
TGRH88_044390,-4908.001999,4648
TGRH88_008230,-4910.002,4649
TGRH88_050680,-4922.002005,4650
TGRH88_070580,-4926.002007,4651
TGRH88_056470,-4928.002007,4652
TGRH88_022310,-4932.002009,4653
TGRH88_058560,-4940.002012,4654
TGRH88_058420,-4956.002019,4655
TGRH88_055040,-4960.00202,4656
TGRH88_053120,-4984.00203,4657
TGRH88_030690,-5006.002039,4658
TGRH88_029330,-5008.00204,4659
TGRH88_026910,-5016.002043,4660
TGRH88_073940,-5028.002048,4661
TGRH88_053310,-5028.002048,4662
TGRH88_024680,-5032.00205,4663
TGRH88_067050,-5048.002056,4664
TGRH88_080210,-5068.002064,4665
TGRH88_082850,-5082.00207,4666
TGRH88_053240,-5082.00207,4667
TGRH88_020290,-5100.002077,4668
TGRH88_077870,-5120.002086,4669
TGRH88_058530,-5122.002086,4670
TGRH88_065320,-5122.002086,4671
TGRH88_046230,-5134.002091,4672
TGRH88_037780,-5166.002104,4673
TGRH88_068670,-5180.00211,4674
TGRH88_039390,-5190.002114,4675
TGRH88_040370,-5192.002115,4676
TGRH88_081060,-5194.002116,4677
TGRH88_003940,-5206.002121,4678
TGRH88_008490,-5206.002121,4679
TGRH88_078330,-5208.002121,4680
TGRH88_068150,-5216.002125,4681
TGRH88_070280,-5218.002126,4682
TGRH88_066860,-5226.002129,4683
TGRH88_012380,-5250.002139,4684
TGRH88_041810,-5260.002143,4685
TGRH88_035530,-5260.002143,4686
TGRH88_045950,-5266.002145,4687
TGRH88_074650,-5270.002147,4688
TGRH88_064660,-5280.002151,4689
TGRH88_048740,-5288.002154,4690
TGRH88_066130,-5296.002157,4691
TGRH88_063210,-5298.002158,4692
TGRH88_026310,-5298.002158,4693
TGRH88_002370,-5300.002159,4694
TGRH88_022480,-5312.002164,4695
TGRH88_058570,-5312.002164,4696
TGRH88_044950,-5322.002168,4697
TGRH88_045100,-5322.002168,4698
TGRH88_013440,-5332.002172,4699
TGRH88_079390,-5332.002172,4700
TGRH88_015000,-5336.002174,4701
TGRH88_016300,-5342.002176,4702
TGRH88_034120,-5348.002179,4703
TGRH88_050210,-5370.002187,4704
TGRH88_025820,-5370.002187,4705
TGRH88_074140,-5374.002189,4706
TGRH88_035880,-5392.002196,4707
TGRH88_003250,-5402.002201,4708
TGRH88_017500,-5406.002202,4709
TGRH88_057100,-5408.002203,4710
TGRH88_065060,-5422.002209,4711
TGRH88_069920,-5428.002211,4712
TGRH88_032560,-5432.002213,4713
TGRH88_082090,-5436.002214,4714
TGRH88_050180,-5454.002222,4715
TGRH88_014430,-5464.002226,4716
TGRH88_073770,-5472.002229,4717
TGRH88_027320,-5478.002231,4718
TGRH88_002470,-5480.002232,4719
TGRH88_055490,-5484.002234,4720
TGRH88_008840,-5486.002235,4721
TGRH88_021600,-5492.002237,4722
TGRH88_040320,-5500.00224,4723
TGRH88_072250,-5500.00224,4724
TGRH88_008610,-5512.002245,4725
TGRH88_074520,-5540.002257,4726
TGRH88_046650,-5548.00226,4727
TGRH88_028970,-5564.002266,4728
TGRH88_047690,-5584.002275,4729
TGRH88_016380,-5608.002284,4730
TGRH88_041590,-5634.002295,4731
TGRH88_029590,-5652.002302,4732
TGRH88_045080,-5658.002305,4733
TGRH88_081150,-5684.002315,4734
TGRH88_003490,-5690.002318,4735
TGRH88_075670,-5696.00232,4736
TGRH88_002070,-5712.002327,4737
TGRH88_079710,-5718.002329,4738
TGRH88_035050,-5726.002332,4739
TGRH88_002480,-5736.002337,4740
TGRH88_082190,-5740.002338,4741
TGRH88_058810,-5760.002346,4742
TGRH88_053980,-5768.00235,4743
TGRH88_061920,-5776.002353,4744
TGRH88_001500,-5776.002353,4745
TGRH88_034360,-5790.002359,4746
TGRH88_048600,-5798.002362,4747
TGRH88_030030,-5798.002362,4748
TGRH88_059410,-5810.002367,4749
TGRH88_031120,-5820.002371,4750
TGRH88_016100,-5822.002372,4751
TGRH88_027310,-5828.002374,4752
TGRH88_056190,-5834.002376,4753
TGRH88_063290,-5842.00238,4754
TGRH88_031100,-5854.002385,4755
TGRH88_025340,-5866.00239,4756
TGRH88_052220,-5870.002391,4757
TGRH88_025490,-5876.002394,4758
TGRH88_069850,-5878.002394,4759
TGRH88_061440,-5880.002395,4760
TGRH88_015620,-5898.002403,4761
TGRH88_072580,-5902.002404,4762
TGRH88_043510,-5908.002407,4763
TGRH88_035450,-5912.002408,4764
TGRH88_019020,-5916.00241,4765
TGRH88_082980,-5916.00241,4766
TGRH88_032440,-5918.002411,4767
TGRH88_007970,-5952.002425,4768
TGRH88_038990,-5990.00244,4769
TGRH88_041170,-6008.002447,4770
TGRH88_022780,-6032.002457,4771
TGRH88_060780,-6052.002465,4772
TGRH88_008210,-6052.002465,4773
TGRH88_044660,-6054.002466,4774
TGRH88_024420,-6060.002469,4775
TGRH88_020950,-6062.002469,4776
TGRH88_060290,-6062.002469,4777
TGRH88_068300,-6076.002475,4778
TGRH88_043440,-6088.00248,4779
TGRH88_025350,-6090.002481,4780
TGRH88_037230,-6096.002483,4781
TGRH88_023460,-6098.002484,4782
TGRH88_044840,-6102.002486,4783
TGRH88_071530,-6104.002486,4784
TGRH88_016960,-6126.002495,4785
TGRH88_000120,-6130.002497,4786
TGRH88_031720,-6138.0025,4787
TGRH88_031030,-6154.002507,4788
TGRH88_040970,-6156.002508,4789
TGRH88_020870,-6156.002508,4790
TGRH88_042370,-6160.002509,4791
TGRH88_067350,-6168.002513,4792
TGRH88_077050,-6180.002517,4793
TGRH88_024610,-6182.002518,4794
TGRH88_049700,-6184.002519,4795
TGRH88_024150,-6186.00252,4796
TGRH88_016870,-6214.002531,4797
TGRH88_048470,-6216.002532,4798
TGRH88_009910,-6216.002532,4799
TGRH88_080900,-6218.002533,4800
TGRH88_006810,-6218.002533,4801
TGRH88_003400,-6220.002534,4802
TGRH88_005890,-6220.002534,4803
TGRH88_054450,-6230.002538,4804
TGRH88_003040,-6238.002541,4805
TGRH88_014620,-6238.002541,4806
TGRH88_015980,-6242.002543,4807
TGRH88_054880,-6242.002543,4808
TGRH88_050840,-6246.002544,4809
TGRH88_052650,-6260.00255,4810
TGRH88_003670,-6310.00257,4811
TGRH88_047620,-6320.002574,4812
TGRH88_003720,-6324.002576,4813
TGRH88_002720,-6338.002582,4814
TGRH88_082260,-6358.00259,4815
TGRH88_002350,-6360.002591,4816
TGRH88_012490,-6362.002592,4817
TGRH88_057930,-6362.002592,4818
TGRH88_038940,-6370.002595,4819
TGRH88_077670,-6374.002596,4820
TGRH88_052380,-6380.002599,4821
TGRH88_042330,-6402.002608,4822
TGRH88_056090,-6408.00261,4823
TGRH88_061650,-6436.002622,4824
TGRH88_020510,-6446.002626,4825
TGRH88_037060,-6450.002627,4826
TGRH88_061660,-6454.002629,4827
TGRH88_087843,-6456.00263,4828
TGRH88_042800,-6466.002634,4829
TGRH88_038980,-6478.002639,4830
TGRH88_057880,-6482.00264,4831
TGRH88_059770,-6496.002646,4832
TGRH88_020080,-6510.002652,4833
TGRH88_047750,-6514.002653,4834
TGRH88_010470,-6518.002655,4835
TGRH88_014140,-6528.002659,4836
TGRH88_037350,-6528.002659,4837
TGRH88_011800,-6532.002661,4838
TGRH88_042910,-6532.002661,4839
TGRH88_069410,-6542.002665,4840
TGRH88_057990,-6548.002667,4841
TGRH88_026500,-6552.002669,4842
TGRH88_043120,-6554.00267,4843
TGRH88_010990,-6554.00267,4844
TGRH88_049230,-6558.002671,4845
TGRH88_065610,-6596.002687,4846
TGRH88_010330,-6602.002689,4847
TGRH88_082740,-6606.002691,4848
TGRH88_001990,-6612.002693,4849
TGRH88_013200,-6614.002694,4850
TGRH88_069450,-6624.002698,4851
TGRH88_081980,-6630.002701,4852
TGRH88_029360,-6634.002702,4853
TGRH88_047890,-6642.002706,4854
TGRH88_051190,-6646.002707,4855
TGRH88_031640,-6650.002709,4856
TGRH88_070710,-6664.002715,4857
TGRH88_049830,-6676.002719,4858
TGRH88_008280,-6676.002719,4859
TGRH88_063990,-6696.002728,4860
TGRH88_036320,-6714.002735,4861
TGRH88_078860,-6726.00274,4862
TGRH88_030010,-6730.002741,4863
TGRH88_060420,-6734.002743,4864
TGRH88_001430,-6738.002745,4865
TGRH88_017170,-6738.002745,4866
