Protein,MC4_Rank,MCT_Rank,MC4_Score,MCT_Score
TGRH88_025010,3641,3813,0.553154923,0.532040265
TGRH88_083050,3642,3721,0.553032163,0.543334152
TGRH88_014030,3643,3949,0.552909403,0.515344955
TGRH88_016580,3644,3719,0.552786644,0.543579671
TGRH88_045930,3645,3497,0.552663884,0.57083231
TGRH88_044120,3646,3837,0.552541124,0.529094034
TGRH88_000260,3647,4156,0.552418365,0.48993371
TGRH88_020030,3648,3833,0.552295605,0.529585072
TGRH88_014680,3649,3495,0.552172846,0.57107783
TGRH88_021930,3650,3523,0.552050086,0.56764056
TGRH88_043770,3651,4130,0.551927326,0.49312546
TGRH88_022380,3652,3391,0.551804567,0.583844832
TGRH88_036120,3653,3359,0.551681807,0.58777314
TGRH88_001690,3654,4114,0.551559047,0.495089615
TGRH88_048350,3655,3509,0.551436288,0.569359195
TGRH88_022360,3656,3335,0.551313528,0.590719371
TGRH88_008040,3657,3679,0.551190768,0.548490056
TGRH88_068770,3658,3308,0.551068009,0.594033882
TGRH88_042360,3659,3715,0.550945249,0.54407071
TGRH88_068870,3660,3277,0.55082249,0.59783943
TGRH88_072300,3661,3933,0.55069973,0.517309109
TGRH88_007510,3662,3957,0.55057697,0.514362877
TGRH88_077300,3663,3531,0.550454211,0.566658483
TGRH88_034140,3664,3320,0.550331451,0.592560766
TGRH88_015680,3665,3440,0.550208691,0.57782961
TGRH88_058200,3666,3905,0.550085932,0.520746379
TGRH88_038430,3667,3648,0.549963172,0.552295605
TGRH88_069270,3668,3206,0.549840412,0.606555365
TGRH88_013290,3669,3866,0.549717653,0.525534004
TGRH88_075670,3670,4054,0.549594893,0.502455193
TGRH88_016060,3671,3626,0.549472134,0.554996317
TGRH88_022940,3672,3468,0.549349374,0.57439234
TGRH88_037030,3673,3319,0.549226614,0.592683526
TGRH88_048500,3674,4108,0.549103855,0.495826172
TGRH88_054370,3675,3204,0.548981095,0.606800884
TGRH88_046300,3676,3476,0.548858335,0.573410263
TGRH88_055330,3677,3820,0.548735576,0.531180948
TGRH88_057530,3678,3120,0.548612816,0.617112693
TGRH88_072510,3679,3597,0.548490056,0.558556347
TGRH88_012150,3680,4136,0.548367297,0.492388903
TGRH88_007160,3681,3693,0.548244537,0.546771422
TGRH88_076910,3682,3333,0.548121778,0.590964891
TGRH88_030020,3683,4018,0.547999018,0.50687454
TGRH88_061990,3684,3649,0.547876258,0.552172846
TGRH88_051630,3685,3455,0.547753499,0.575988215
TGRH88_042010,3686,3473,0.547630739,0.573778542
TGRH88_031720,3687,4080,0.547507979,0.499263442
TGRH88_061840,3688,4159,0.54738522,0.489565431
TGRH88_001040,3689,3717,0.54726246,0.54382519
TGRH88_022780,3690,4076,0.5471397,0.499754481
TGRH88_015460,3691,3681,0.547016941,0.548244537
TGRH88_003150,3692,3942,0.546894181,0.516204272
TGRH88_080760,3693,3835,0.546771422,0.529339553
TGRH88_043960,3694,3366,0.546648662,0.586913823
TGRH88_049620,3695,3742,0.546525902,0.540756199
TGRH88_031670,3696,3421,0.546403143,0.580162043
TGRH88_057940,3697,3371,0.546280383,0.586300025
TGRH88_038040,3698,3511,0.546157623,0.569113675
TGRH88_077870,3699,4050,0.546034864,0.502946231
TGRH88_017150,3700,4141,0.545912104,0.491775104
TGRH88_043210,3701,4045,0.545789344,0.503560029
TGRH88_001730,3702,3788,0.545666585,0.535109256
TGRH88_026500,3703,4111,0.545543825,0.495457893
TGRH88_074430,3704,3221,0.545421066,0.60471397
TGRH88_025960,3705,4150,0.545298306,0.490670268
TGRH88_072780,3706,3228,0.545175546,0.603854653
TGRH88_037780,3707,4060,0.545052787,0.501718635
TGRH88_056210,3708,3680,0.544930027,0.548367297
TGRH88_033920,3709,4192,0.544807267,0.485514363
TGRH88_046700,3710,3875,0.544684508,0.524429168
TGRH88_010560,3711,3670,0.544561748,0.549594893
TGRH88_069090,3712,3816,0.544438988,0.531671986
TGRH88_019400,3713,3712,0.544316229,0.544438988
TGRH88_060800,3714,3616,0.544193469,0.556223914
TGRH88_008810,3715,3388,0.54407071,0.584213111
TGRH88_020450,3716,3212,0.54394795,0.605818807
TGRH88_036180,3717,3195,0.54382519,0.607905721
TGRH88_057730,3718,3977,0.543702431,0.511907685
TGRH88_061120,3719,3846,0.543579671,0.527989197
TGRH88_037500,3720,3867,0.543456911,0.525411245
TGRH88_002180,3721,3050,0.543334152,0.625705868
TGRH88_026080,3722,3575,0.543211392,0.561257059
TGRH88_002220,3723,3754,0.543088632,0.539283084
TGRH88_008520,3724,4053,0.542965873,0.502577952
TGRH88_051900,3725,3355,0.542843113,0.588264179
TGRH88_073710,3726,3490,0.542720354,0.571691628
TGRH88_079150,3727,3655,0.542597594,0.551436288
TGRH88_047090,3728,3959,0.542474834,0.514117358
TGRH88_068600,3729,3666,0.542352075,0.550085932
TGRH88_000480,3730,4161,0.542229315,0.489319912
TGRH88_008610,3731,4081,0.542106555,0.499140683
TGRH88_015420,3732,3823,0.541983796,0.530812669
TGRH88_021050,3733,3532,0.541861036,0.566535723
TGRH88_067830,3734,3669,0.541738276,0.549717653
TGRH88_032810,3735,3636,0.541615517,0.553768721
TGRH88_044990,3736,4155,0.541492757,0.490056469
TGRH88_001480,3737,3938,0.541369998,0.516695311
TGRH88_058960,3738,3385,0.541247238,0.58458139
TGRH88_083110,3739,3720,0.541124478,0.543456911
TGRH88_066890,3740,3869,0.541001719,0.525165726
TGRH88_017780,3741,3493,0.540878959,0.571323349
TGRH88_086530,3742,3946,0.540756199,0.515713233
TGRH88_060770,3743,3559,0.54063344,0.563221213
TGRH88_067320,3744,3868,0.54051068,0.525288485
TGRH88_062270,3745,3449,0.54038792,0.576724773
TGRH88_072570,3746,3572,0.540265161,0.561625338
TGRH88_077740,3747,3865,0.540142401,0.525656764
TGRH88_045570,3748,3398,0.540019642,0.582985514
TGRH88_055820,3749,3899,0.539896882,0.521482936
TGRH88_033330,3750,3732,0.539774122,0.541983796
TGRH88_010450,3751,3870,0.539651363,0.525042966
TGRH88_015890,3752,4211,0.539528603,0.48318193
TGRH88_062000,3753,3478,0.539405843,0.573164743
TGRH88_057810,3754,3507,0.539283084,0.569604714
TGRH88_064130,3755,3612,0.539160324,0.556714952
TGRH88_047270,3756,3345,0.539037564,0.589491775
TGRH88_080960,3757,3095,0.538914805,0.620181684
TGRH88_028320,3758,3817,0.538792045,0.531549227
TGRH88_002480,3759,4100,0.538669286,0.496808249
TGRH88_062140,3760,3405,0.538546526,0.582126197
TGRH88_005760,3761,3890,0.538423766,0.522587773
TGRH88_077500,3762,3845,0.538301007,0.528111957
TGRH88_031330,3763,4291,0.538178247,0.473361159
TGRH88_013590,3764,3657,0.538055487,0.551190768
TGRH88_060490,3765,3591,0.537932728,0.559292904
TGRH88_032610,3766,4040,0.537809968,0.504173828
TGRH88_023400,3767,3830,0.537687208,0.529953351
TGRH88_019100,3768,3512,0.537564449,0.568990916
TGRH88_017860,3769,3501,0.537441689,0.570341272
TGRH88_033600,3770,3745,0.53731893,0.54038792
TGRH88_062210,3771,3410,0.53719617,0.581512399
TGRH88_044070,3772,3375,0.53707341,0.585808986
TGRH88_004510,3773,4002,0.536950651,0.508838694
TGRH88_070700,3774,3954,0.536827891,0.514731156
TGRH88_021480,3775,3645,0.536705131,0.552663884
TGRH88_050940,3776,3513,0.536582372,0.568868156
TGRH88_026420,3777,3728,0.536459612,0.542474834
TGRH88_031540,3778,4344,0.536336852,0.466854898
TGRH88_016380,3779,4124,0.536214093,0.493862018
TGRH88_008800,3780,3411,0.536091333,0.581389639
TGRH88_032080,3781,4051,0.535968574,0.502823472
TGRH88_005990,3782,3587,0.535845814,0.559783943
TGRH88_033480,3783,3805,0.535723054,0.533022342
TGRH88_030940,3784,3605,0.535600295,0.55757427
TGRH88_001900,3785,4343,0.535477535,0.466977658
TGRH88_062860,3786,3723,0.535354775,0.543088632
TGRH88_074250,3787,3461,0.535232016,0.575251657
TGRH88_057030,3788,3596,0.535109256,0.558679106
TGRH88_012380,3789,4125,0.534986496,0.493739259
TGRH88_064940,3790,3961,0.534863737,0.513871839
TGRH88_081100,3791,4096,0.534740977,0.497299288
TGRH88_080070,3792,3761,0.534618218,0.538423766
TGRH88_013680,3793,3863,0.534495458,0.525902283
TGRH88_065480,3794,3696,0.534372698,0.546403143
TGRH88_059940,3795,3592,0.534249939,0.559170145
TGRH88_029450,3796,3923,0.534127179,0.518536705
TGRH88_061950,3797,3888,0.534004419,0.522833292
TGRH88_070900,3798,3556,0.53388166,0.563589492
TGRH88_003410,3799,4026,0.5337589,0.505892463
TGRH88_047910,3800,3987,0.53363614,0.510680088
TGRH88_024080,3801,3570,0.533513381,0.561870857
TGRH88_015110,3802,3625,0.533390621,0.555119077
TGRH88_018520,3803,3929,0.533267862,0.517800147
TGRH88_025610,3804,3716,0.533145102,0.54394795
TGRH88_062810,3805,4101,0.533022342,0.49668549
TGRH88_080920,3806,3780,0.532899583,0.536091333
TGRH88_007750,3807,3709,0.532776823,0.544807267
TGRH88_082980,3808,4174,0.532654063,0.487724036
TGRH88_017270,3809,3971,0.532531304,0.512644243
TGRH88_060400,3810,3415,0.532408544,0.580898601
TGRH88_063810,3811,3760,0.532285784,0.538546526
TGRH88_012120,3812,3850,0.532163025,0.527498159
TGRH88_057600,3813,3664,0.532040265,0.550331451
TGRH88_078450,3814,3871,0.531917506,0.524920206
TGRH88_055490,3815,4160,0.531794746,0.489442671
TGRH88_040790,3816,3357,0.531671986,0.588018659
TGRH88_079000,3817,3976,0.531549227,0.512030444
TGRH88_082960,3818,3699,0.531426467,0.546034864
TGRH88_033580,3819,3838,0.531303707,0.528971274
TGRH88_012180,3820,3607,0.531180948,0.55732875
TGRH88_017400,3821,3486,0.531058188,0.572182666
TGRH88_012440,3822,3529,0.530935428,0.566904002
TGRH88_041090,3823,3857,0.530812669,0.526638841
TGRH88_043570,3824,3943,0.530689909,0.516081512
TGRH88_068950,3825,4281,0.53056715,0.474588755
TGRH88_015920,3826,4092,0.53044439,0.497790327
TGRH88_076150,3827,3643,0.53032163,0.552909403
TGRH88_044530,3828,4044,0.530198871,0.503682789
TGRH88_049280,3829,3389,0.530076111,0.584090351
TGRH88_006970,3830,3967,0.529953351,0.513135281
TGRH88_018360,3831,3883,0.529830592,0.523447091
TGRH88_034070,3832,3502,0.529707832,0.570218512
TGRH88_030240,3833,4254,0.529585072,0.477903265
TGRH88_028960,3834,3588,0.529462313,0.559661183
TGRH88_062850,3835,3370,0.529339553,0.586422784
TGRH88_068560,3836,3877,0.529216794,0.524183648
TGRH88_040800,3837,3956,0.529094034,0.514485637
TGRH88_065180,3838,3628,0.528971274,0.554750798
TGRH88_081040,3839,3759,0.528848515,0.538669286
TGRH88_005670,3840,4415,0.528725755,0.458138964
TGRH88_049480,3841,3925,0.528602995,0.518291186
TGRH88_021890,3842,3376,0.528480236,0.585686226
TGRH88_008830,3843,3848,0.528357476,0.527743678
TGRH88_027790,3844,3558,0.528234716,0.563343973
TGRH88_033160,3845,3521,0.528111957,0.567886079
TGRH88_003960,3846,4250,0.527989197,0.478394304
TGRH88_056340,3847,4009,0.527866438,0.507979376
TGRH88_059400,3848,3492,0.527743678,0.571446109
TGRH88_013390,3849,3427,0.527620918,0.579425485
TGRH88_030030,3850,4204,0.527498159,0.484041247
TGRH88_017010,3851,3831,0.527375399,0.529830592
TGRH88_013520,3852,3724,0.527252639,0.542965873
TGRH88_045460,3853,4324,0.52712988,0.469310091
TGRH88_028360,3854,4311,0.52700712,0.470905966
TGRH88_077790,3855,3784,0.52688436,0.535600295
TGRH88_015190,3856,3755,0.526761601,0.539160324
TGRH88_061860,3857,3547,0.526638841,0.564694329
TGRH88_010710,3858,3747,0.526516082,0.540142401
TGRH88_071530,3859,4210,0.526393322,0.483304689
TGRH88_072860,3860,3894,0.526270562,0.522096735
TGRH88_046150,3861,4259,0.526147803,0.477289467
TGRH88_020950,3862,4222,0.526025043,0.481831574
TGRH88_026910,3863,4175,0.525902283,0.487601277
TGRH88_055980,3864,3738,0.525779524,0.541247238
TGRH88_081720,3865,4087,0.525656764,0.498404125
TGRH88_087844,3866,4294,0.525534004,0.47299288
TGRH88_053360,3867,3986,0.525411245,0.510802848
TGRH88_056050,3868,4429,0.525288485,0.456420329
TGRH88_014460,3869,4168,0.525165726,0.488460594
TGRH88_007960,3870,3611,0.525042966,0.556837712
TGRH88_066140,3871,3294,0.524920206,0.595752517
TGRH88_024920,3872,4014,0.524797447,0.507365578
TGRH88_029730,3873,3797,0.524674687,0.534004419
TGRH88_019160,3874,3776,0.524551927,0.536582372
TGRH88_032650,3875,3526,0.524429168,0.567272281
TGRH88_065310,3876,3334,0.524306408,0.590842131
TGRH88_017180,3877,3661,0.524183648,0.55069973
TGRH88_034810,3878,4052,0.524060889,0.502700712
TGRH88_083220,3879,3725,0.523938129,0.542843113
TGRH88_077670,3880,4248,0.52381537,0.478639823
TGRH88_078940,3881,4328,0.52369261,0.468819052
TGRH88_038000,3882,4133,0.52356985,0.492757181
TGRH88_051650,3883,4065,0.523447091,0.501104837
TGRH88_058990,3884,4086,0.523324331,0.498526884
TGRH88_079280,3885,3901,0.523201571,0.521237417
TGRH88_059500,3886,3646,0.523078812,0.552541124
TGRH88_072010,3887,3629,0.522956052,0.554628038
TGRH88_012500,3888,4195,0.522833292,0.485146084
TGRH88_027000,3889,3829,0.522710533,0.530076111
TGRH88_040250,3890,3735,0.522587773,0.541615517
TGRH88_012130,3891,4471,0.522465014,0.451264424
TGRH88_014790,3892,3832,0.522342254,0.529707832
TGRH88_043730,3893,3674,0.522219494,0.549103855
TGRH88_040470,3894,3960,0.522096735,0.513994599
TGRH88_054880,3895,4251,0.521973975,0.478271544
TGRH88_037230,3896,4244,0.521851215,0.479130862
TGRH88_069730,3897,3667,0.521728456,0.549963172
TGRH88_014420,3898,3711,0.521605696,0.544561748
TGRH88_027880,3899,4380,0.521482936,0.462435551
TGRH88_049820,3900,3854,0.521360177,0.52700712
TGRH88_015140,3901,4013,0.521237417,0.507488338
TGRH88_040320,3902,4217,0.521114658,0.482445372
TGRH88_061650,3903,4268,0.520991898,0.47618463
TGRH88_063850,3904,3514,0.520869138,0.568745397
TGRH88_046930,3905,3885,0.520746379,0.523201571
TGRH88_017210,3906,4472,0.520623619,0.451141665
TGRH88_039360,3907,3750,0.520500859,0.539774122
TGRH88_010630,3908,4467,0.5203781,0.451755463
TGRH88_063000,3909,3429,0.52025534,0.579179966
TGRH88_015600,3910,3579,0.52013258,0.56076602
TGRH88_066590,3911,4458,0.520009821,0.4528603
TGRH88_015480,3912,4028,0.519887061,0.505646943
TGRH88_024690,3913,3981,0.519764301,0.511416646
TGRH88_065270,3914,3598,0.519641542,0.558433587
TGRH88_009040,3915,4113,0.519518782,0.495212374
TGRH88_003620,3916,4376,0.519396023,0.46292659
TGRH88_034060,3917,4416,0.519273263,0.458016204
TGRH88_018970,3918,3809,0.519150503,0.532531304
TGRH88_028590,3919,3818,0.519027744,0.531426467
TGRH88_041810,3920,4231,0.518904984,0.480726737
TGRH88_028130,3921,3708,0.518782224,0.544930027
TGRH88_040620,3922,4320,0.518659465,0.469801129
TGRH88_051590,3923,4199,0.518536705,0.484655045
TGRH88_055420,3924,3701,0.518413945,0.545789344
TGRH88_029490,3925,3873,0.518291186,0.524674687
TGRH88_040420,3926,3516,0.518168426,0.568499877
TGRH88_032440,3927,4264,0.518045667,0.476675669
TGRH88_054580,3928,4074,0.517922907,0.5
TGRH88_033060,3929,4004,0.517800147,0.508593175
TGRH88_086350,3930,4421,0.517677388,0.457402406
TGRH88_059150,3931,4105,0.517554628,0.496194451
TGRH88_082710,3932,3940,0.517431868,0.516449791
TGRH88_051610,3933,4056,0.517309109,0.502209673
TGRH88_010460,3934,4170,0.517186349,0.488215075
TGRH88_028880,3935,4319,0.517063589,0.469923889
TGRH88_045100,3936,4241,0.51694083,0.479499141
TGRH88_014000,3937,4375,0.51681807,0.463049349
TGRH88_041880,3938,3822,0.516695311,0.530935428
TGRH88_026580,3939,3290,0.516572551,0.596243555
TGRH88_030500,3940,4194,0.516449791,0.485268844
TGRH88_024640,3941,4061,0.516327032,0.501595875
TGRH88_064450,3942,3729,0.516204272,0.542352075
TGRH88_076710,3943,3676,0.516081512,0.548858335
TGRH88_051160,3944,3620,0.515958753,0.555732875
TGRH88_066930,3945,3964,0.515835993,0.51350356
TGRH88_073750,3946,4063,0.515713233,0.501350356
TGRH88_067050,3947,4228,0.515590474,0.481095016
TGRH88_080610,3948,3406,0.515467714,0.582003437
TGRH88_041060,3949,4382,0.515344955,0.462190032
TGRH88_009690,3950,4221,0.515222195,0.481954333
TGRH88_039770,3951,4070,0.515099435,0.500491039
TGRH88_005610,3952,3748,0.514976676,0.540019642
TGRH88_069380,3953,3489,0.514853916,0.571814387
TGRH88_028410,3954,3765,0.514731156,0.537932728
TGRH88_070850,3955,3962,0.514608397,0.513749079
TGRH88_032840,3956,3600,0.514485637,0.558188068
TGRH88_045520,3957,3683,0.514362877,0.547999018
TGRH88_047430,3958,3576,0.514240118,0.561134299
TGRH88_031100,3959,4280,0.514117358,0.474711515
TGRH88_072730,3960,3656,0.513994599,0.551313528
TGRH88_011040,3961,4215,0.513871839,0.482690891
TGRH88_036130,3962,3741,0.513749079,0.540878959
TGRH88_062510,3963,3860,0.51362632,0.526270562
TGRH88_034730,3964,4153,0.51350356,0.490301989
TGRH88_008480,3965,4515,0.5133808,0.445863
TGRH88_081900,3966,3969,0.513258041,0.512889762
TGRH88_050860,3967,3895,0.513135281,0.521973975
TGRH88_034120,3968,4266,0.513012521,0.47643015
TGRH88_058780,3969,3903,0.512889762,0.520991898
TGRH88_010410,3970,4033,0.512767002,0.505033145
TGRH88_008720,3971,3884,0.512644243,0.523324331
TGRH88_035930,3972,3454,0.512521483,0.576110975
TGRH88_050380,3973,3794,0.512398723,0.534372698
TGRH88_017080,3974,4030,0.512275964,0.505401424
TGRH88_070310,3975,3892,0.512153204,0.522342254
TGRH88_061660,3976,4332,0.512030444,0.468328014
TGRH88_023600,3977,4527,0.511907685,0.444389885
TGRH88_042680,3978,4067,0.511784925,0.500859317
TGRH88_082290,3979,3469,0.511662165,0.57426958
TGRH88_008150,3980,3913,0.511539406,0.519764301
TGRH88_038990,3981,4313,0.511416646,0.470660447
TGRH88_030330,3982,3900,0.511293887,0.521360177
TGRH88_081930,3983,3621,0.511171127,0.555610115
TGRH88_058980,3984,4132,0.511048367,0.492879941
TGRH88_035140,3985,4073,0.510925608,0.50012276
TGRH88_031580,3986,3713,0.510802848,0.544316229
TGRH88_049560,3987,4438,0.510680088,0.455315492
TGRH88_067010,3988,4173,0.510557329,0.487846796
TGRH88_005830,3989,4422,0.510434569,0.457279646
TGRH88_060160,3990,4488,0.510311809,0.44917751
TGRH88_060020,3991,4126,0.51018905,0.493616499
TGRH88_044600,3992,3998,0.51006629,0.509329732
TGRH88_036320,3993,4359,0.509943531,0.465013504
TGRH88_052300,3994,3999,0.509820771,0.509206973
TGRH88_016960,3995,4336,0.509698011,0.467836975
TGRH88_051330,3996,3593,0.509575252,0.559047385
TGRH88_016410,3997,3644,0.509452492,0.552786644
TGRH88_008110,3998,4503,0.509329732,0.447336116
TGRH88_010470,3999,4358,0.509206973,0.465136263
TGRH88_018530,4000,3810,0.509084213,0.532408544
TGRH88_070390,4001,4059,0.508961453,0.501841395
TGRH88_082010,4002,3792,0.508838694,0.534618218
TGRH88_052220,4003,4330,0.508715934,0.468573533
TGRH88_050710,4004,4094,0.508593175,0.497544807
TGRH88_000460,4005,4007,0.508470415,0.508224896
TGRH88_007100,4006,3349,0.508347655,0.589000737
TGRH88_066500,4007,4205,0.508224896,0.483918488
TGRH88_079390,4008,4293,0.508102136,0.47311564
TGRH88_044300,4009,3906,0.507979376,0.520623619
TGRH88_027370,4010,4628,0.507856617,0.431991161
TGRH88_048930,4011,3504,0.507733857,0.569972993
TGRH88_027280,4012,3654,0.507611097,0.551559047
TGRH88_012630,4013,4119,0.507488338,0.494475816
TGRH88_020110,4014,4276,0.507365578,0.475202553
TGRH88_034630,4015,4198,0.507242819,0.484777805
TGRH88_065950,4016,3980,0.507120059,0.511539406
TGRH88_042530,4017,4607,0.506997299,0.434569114
TGRH88_056670,4018,4553,0.50687454,0.441198134
TGRH88_016010,4019,4116,0.50675178,0.494844095
TGRH88_020670,4020,3762,0.50662902,0.538301007
TGRH88_075440,4021,3673,0.506506261,0.549226614
TGRH88_000870,4022,3982,0.506383501,0.511293887
TGRH88_033560,4023,3706,0.506260741,0.545175546
TGRH88_016620,4024,4479,0.506137982,0.450282347
TGRH88_026850,4025,4506,0.506015222,0.446967837
TGRH88_027100,4026,4212,0.505892463,0.48305917
TGRH88_018460,4027,4179,0.505769703,0.487110238
TGRH88_023090,4028,4006,0.505646943,0.508347655
TGRH88_067710,4029,3772,0.505524184,0.53707341
TGRH88_011600,4030,4258,0.505401424,0.477412227
TGRH88_046080,4031,4220,0.505278664,0.482077093
TGRH88_065900,4032,3687,0.505155905,0.547507979
TGRH88_012290,4033,4609,0.505033145,0.434323594
TGRH88_080550,4034,4068,0.504910385,0.500736558
TGRH88_046960,4035,3618,0.504787626,0.555978394
TGRH88_062110,4036,3839,0.504664866,0.528848515
TGRH88_034660,4037,4571,0.504542107,0.438988461
TGRH88_048440,4038,4433,0.504419347,0.45592929
TGRH88_059360,4039,4229,0.504296587,0.480972256
TGRH88_047740,4040,3496,0.504173828,0.57095507
TGRH88_010220,4041,4406,0.504051068,0.459243801
TGRH88_043410,4042,4430,0.503928308,0.456297569
TGRH88_014390,4043,3601,0.503805549,0.558065308
TGRH88_058570,4044,4321,0.503682789,0.46967837
TGRH88_072610,4045,4039,0.503560029,0.504296587
TGRH88_071260,4046,3573,0.50343727,0.561502578
TGRH88_061920,4047,4355,0.50331451,0.465504542
TGRH88_035620,4048,3851,0.503191751,0.527375399
TGRH88_025280,4049,3814,0.503068991,0.531917506
TGRH88_000120,4050,4364,0.502946231,0.464399705
TGRH88_037010,4051,3465,0.502823472,0.574760619
TGRH88_033360,4052,4405,0.502700712,0.45936656
TGRH88_018820,4053,3994,0.502577952,0.509820771
TGRH88_001210,4054,4038,0.502455193,0.504419347
TGRH88_047640,4055,4027,0.502332433,0.505769703
TGRH88_069490,4056,3985,0.502209673,0.510925608
TGRH88_086470,4057,4011,0.502086914,0.507733857
TGRH88_034820,4058,4183,0.501964154,0.4866192
TGRH88_081440,4059,4134,0.501841395,0.492634422
TGRH88_075310,4060,3668,0.501718635,0.549840412
TGRH88_082260,4061,4378,0.501595875,0.46268107
TGRH88_042990,4062,3825,0.501473116,0.53056715
TGRH88_037790,4063,3819,0.501350356,0.531303707
TGRH88_036170,4064,4494,0.501227596,0.448440953
TGRH88_072800,4065,4158,0.501104837,0.489688191
TGRH88_049100,4066,3893,0.500982077,0.522219494
TGRH88_068670,4067,4341,0.500859317,0.467223177
TGRH88_059960,4068,4470,0.500736558,0.451387184
TGRH88_066560,4069,4490,0.500613798,0.448931991
TGRH88_043740,4070,4564,0.500491039,0.439847778
TGRH88_009910,4071,4384,0.500368279,0.461944513
TGRH88_052160,4072,4272,0.500245519,0.475693592
TGRH88_067060,4073,3551,0.50012276,0.56420329
TGRH88_051930,4074,3897,0.5,0.521728456
TGRH88_050690,4075,3859,0.49987724,0.526393322
TGRH88_067650,4076,4001,0.499754481,0.508961453
TGRH88_011910,4077,4169,0.499631721,0.488337835
TGRH88_043180,4078,3972,0.499508961,0.512521483
TGRH88_063210,4079,4347,0.499386202,0.466486619
TGRH88_045440,4080,3704,0.499263442,0.545421066
TGRH88_050310,4081,4166,0.499140683,0.488706113
TGRH88_004840,4082,3916,0.499017923,0.519396023
TGRH88_078110,4083,4062,0.498895163,0.501473116
TGRH88_036860,4084,4558,0.498772404,0.440584336
TGRH88_025410,4085,4604,0.498649644,0.434937393
TGRH88_000820,4086,4297,0.498526884,0.472624601
TGRH88_085620,4087,4284,0.498404125,0.474220476
TGRH88_008770,4088,3908,0.498281365,0.5203781
TGRH88_065640,4089,4021,0.498158605,0.506506261
TGRH88_072590,4090,3889,0.498035846,0.522710533
TGRH88_075540,4091,3836,0.497913086,0.529216794
TGRH88_051060,4092,3924,0.497790327,0.518413945
TGRH88_037290,4093,4640,0.497667567,0.430518046
TGRH88_041660,4094,4502,0.497544807,0.447458876
TGRH88_027120,4095,4187,0.497422048,0.486128161
TGRH88_008400,4096,4588,0.497299288,0.436901547
TGRH88_015060,4097,4716,0.497176528,0.421188313
TGRH88_033950,4098,4201,0.497053769,0.484409526
TGRH88_030460,4099,3919,0.496931009,0.519027744
TGRH88_023480,4100,4482,0.496808249,0.449914068
TGRH88_004300,4101,4318,0.49668549,0.470046649
TGRH88_062190,4102,3806,0.49656273,0.532899583
TGRH88_074900,4103,4615,0.496439971,0.433587037
TGRH88_071600,4104,4104,0.496317211,0.496317211
TGRH88_041770,4105,3733,0.496194451,0.541861036
TGRH88_063710,4106,4592,0.496071692,0.436410508
TGRH88_024270,4107,3582,0.495948932,0.560397741
TGRH88_028630,4108,3932,0.495826172,0.517431868
TGRH88_078320,4109,4444,0.495703413,0.454578934
TGRH88_042160,4110,3503,0.495580653,0.570095753
TGRH88_020590,4111,3569,0.495457893,0.561993616
TGRH88_003900,4112,4507,0.495335134,0.446845077
TGRH88_086420,4113,3989,0.495212374,0.510434569
TGRH88_046970,4114,3843,0.495089615,0.528357476
TGRH88_041700,4115,4449,0.494966855,0.453965136
TGRH88_081850,4116,4287,0.494844095,0.473852197
TGRH88_067880,4117,4249,0.494721336,0.478517064
TGRH88_017680,4118,4683,0.494598576,0.425239381
TGRH88_000730,4119,4532,0.494475816,0.443776086
TGRH88_032230,4120,4692,0.494353057,0.424134545
TGRH88_006530,4121,4445,0.494230297,0.454456175
TGRH88_069030,4122,4334,0.494107537,0.468082494
TGRH88_023970,4123,3779,0.493984778,0.536214093
TGRH88_047160,4124,4193,0.493862018,0.485391603
TGRH88_077760,4125,3746,0.493739259,0.540265161
TGRH88_071430,4126,3945,0.493616499,0.515835993
TGRH88_084520,4127,4550,0.493493739,0.441566413
TGRH88_079120,4128,4046,0.49337098,0.50343727
TGRH88_077600,4129,4252,0.49324822,0.478148785
TGRH88_065910,4130,4122,0.49312546,0.494107537
TGRH88_056290,4131,4043,0.493002701,0.503805549
TGRH88_029570,4132,4454,0.492879941,0.453351338
TGRH88_020850,4133,4034,0.492757181,0.504910385
TGRH88_005640,4134,4008,0.492634422,0.508102136
TGRH88_052670,4135,4631,0.492511662,0.431622882
TGRH88_076810,4136,3740,0.492388903,0.541001719
TGRH88_078120,4137,4483,0.492266143,0.449791309
TGRH88_040780,4138,3958,0.492143383,0.514240118
TGRH88_026670,4139,4711,0.492020624,0.421802111
TGRH88_072530,4140,3991,0.491897864,0.51018905
TGRH88_082390,4141,3505,0.491775104,0.569850233
TGRH88_011950,4142,3682,0.491652345,0.548121778
TGRH88_042800,4143,4435,0.491529585,0.455683771
TGRH88_058120,4144,3774,0.491406825,0.536827891
TGRH88_001970,4145,4700,0.491284066,0.423152467
TGRH88_015910,4146,4468,0.491161306,0.451632703
TGRH88_047800,4147,3914,0.491038547,0.519641542
TGRH88_067450,4148,3944,0.490915787,0.515958753
TGRH88_034450,4149,3904,0.490793027,0.520869138
TGRH88_070230,4150,3995,0.490670268,0.509698011
TGRH88_035450,4151,4414,0.490547508,0.458261724
TGRH88_030230,4152,4209,0.490424748,0.483427449
TGRH88_057770,4153,3603,0.490301989,0.557819789
TGRH88_034460,4154,3975,0.490179229,0.512153204
TGRH88_057990,4155,4446,0.490056469,0.454333415
TGRH88_060470,4156,4225,0.48993371,0.481463295
TGRH88_065940,4157,4335,0.48981095,0.467959735
