Protein,VIKOR_Rank,EDAS_Rank,SPOTIS_Rank,Ranky_Score_Rank,Ranky_Rank,Borda_Score,Borda_Rank
TGRH88_014030,3644,4770,3597,3597,6564,4434.4,4520
TGRH88_044770,5492,2234,5462,5462,3529,4435.8,4521
TGRH88_018080,3629,5505,3580,3580,5892,4437.2,4522
TGRH88_065940,4097,4667,4158,4158,5123,4440.6,4523
TGRH88_046620,5560,2665,5531,5531,2921,4441.6,4524
TGRH88_021590,3267,5769,3216,3216,6753,4444.2,4525
TGRH88_048400,5839,2081,5819,5819,2666,4444.8,4526
TGRH88_004130,4520,3647,4480,4480,5100,4445.4,4527
TGRH88_032610,3762,6023,3718,3718,5007,4445.6,4528
TGRH88_072930,4568,3422,4528,4528,5189,4447,4529
TGRH88_017320,3369,5920,3320,3320,6312,4448.2,4530
TGRH88_045860,5773,1898,5749,5748,3076,4448.8,4531
TGRH88_038000,3884,5925,3844,3844,4748,4449,4532
TGRH88_085620,4091,5442,4053,4053,4607,4449.2,4533
TGRH88_014910,2537,6979,2473,2473,7786,4449.6,4534
TGRH88_065230,4297,6120,4257,4257,3320,4450.2,4535
TGRH88_052160,4077,5547,4038,4038,4554,4450.8,4536
TGRH88_081890,3484,5409,3434,3434,6498,4451.8,4537
TGRH88_043920,4956,3327,4916,4916,4153,4453.6,4538
TGRH88_071890,5220,4247,5186,5186,2439,4455.6,4539
TGRH88_056270,4319,5138,4279,4279,4272,4457.4,4540
TGRH88_020530,3529,6712,3481,3481,5093,4459.2,4541
TGRH88_049910,4362,5105,4323,4324,4187,4460.2,4542
TGRH88_081660,4834,4957,4791,4791,2937,4462,4543
TGRH88_010460,3933,4703,3896,3896,5882,4462,4543
TGRH88_074550,4177,5679,4135,4135,4193,4463.8,4545
TGRH88_058350,4542,5506,4504,4504,3274,4466,4546
TGRH88_032080,3778,4611,3734,3734,6476,4466.6,4547
TGRH88_008750,4596,5319,4554,4554,3311,4466.8,4548
TGRH88_068660,5174,3453,5138,5138,3443,4469.2,4549
TGRH88_074710,6196,2617,6180,6180,1175,4469.6,4550
TGRH88_044180,4391,5447,4351,4352,3811,4470.4,4551
TGRH88_077650,2903,6867,2846,2846,6890,4470.4,4551
TGRH88_069640,5035,4396,4999,4999,2924,4470.6,4553
TGRH88_026260,4844,3350,4801,4801,4558,4470.8,4554
TGRH88_009140,3264,5602,3214,3214,7068,4472.4,4555
TGRH88_000040,5730,1847,5700,5700,3386,4472.6,4556
TGRH88_015920,3824,5141,3783,3783,5832,4472.6,4556
TGRH88_015440,6011,1379,6369,6369,2240,4473.6,4558
TGRH88_040340,6435,965,6423,6423,2123,4473.8,4559
TGRH88_032200,5384,2606,5353,5353,3675,4474.2,4560
TGRH88_073720,5916,2704,5898,5898,1959,4475,4561
TGRH88_071730,5771,2996,5746,5746,2117,4475.2,4562
TGRH88_048530,3349,5448,3300,3300,6982,4475.8,4563
TGRH88_002120,3409,5302,3357,3357,6980,4481,4564
TGRH88_030500,3937,5819,3900,3900,4853,4481.8,4565
TGRH88_076460,6394,1388,6381,6381,1865,4481.8,4565
TGRH88_054720,4599,5384,4556,4556,3315,4482,4567
TGRH88_000820,4092,4382,4054,4054,5831,4482.6,4568
TGRH88_052850,4395,4234,4356,4356,5074,4483,4569
TGRH88_054150,4688,5029,4645,4645,3429,4487.2,4570
TGRH88_069030,4129,5846,4089,4089,4288,4488.2,4571
TGRH88_016030,5549,2114,5520,5520,3741,4488.8,4572
TGRH88_001200,4883,3197,4837,4837,4693,4489.4,4573
TGRH88_060200,4914,4161,4872,4872,3633,4490.4,4574
TGRH88_017830,5186,2319,5151,5151,4647,4490.8,4575
TGRH88_072020,4677,4931,4634,4635,3579,4491.2,4576
TGRH88_029650,4259,4499,4220,4220,5265,4492.6,4577
TGRH88_049780,3568,6368,3520,3520,5496,4494.4,4578
TGRH88_023790,4674,3800,4632,4632,4738,4495.2,4579
TGRH88_013860,4174,4993,4132,4132,5046,4495.4,4580
TGRH88_025200,4765,2761,4722,4722,5510,4496,4581
TGRH88_082550,4253,6751,4214,4214,3053,4497,4582
TGRH88_060090,5157,3462,5120,5120,3632,4498.2,4583
TGRH88_033960,5333,2700,5302,5302,3865,4500.4,4584
TGRH88_054710,4178,5349,4136,4136,4708,4501.4,4585
TGRH88_030020,3571,6170,3657,3657,5453,4501.6,4586
TGRH88_078230,5625,3517,5593,5593,2186,4502.8,4587
TGRH88_059240,3377,6636,3326,3326,5852,4503.4,4588
TGRH88_041750,5579,2675,5548,5548,3168,4503.6,4589
TGRH88_028790,5721,2497,5872,5872,2559,4504.2,4590
TGRH88_027810,4631,3790,4589,4589,4925,4504.8,4591
TGRH88_064580,4653,4535,4611,4611,4117,4505.4,4592
TGRH88_011040,3956,6026,3917,3917,4713,4505.8,4593
TGRH88_055530,6592,1253,6581,6581,1524,4506.2,4594
TGRH88_025320,5167,2686,5132,5132,4424,4508.2,4595
TGRH88_063440,4554,2963,5456,5456,4120,4509.8,4596
TGRH88_069910,4770,4666,4727,4726,3663,4510.4,4597
TGRH88_004300,4109,4253,4070,4070,6057,4511.8,4598
TGRH88_064340,5111,4087,5074,5074,3216,4512.4,4599
TGRH88_062990,4556,5592,4515,4516,3388,4513.4,4600
TGRH88_072640,4529,5270,4491,4491,3791,4514.4,4601
TGRH88_060480,4898,4683,4855,4855,3281,4514.4,4601
TGRH88_035150,5071,2745,5799,5799,3160,4514.8,4603
TGRH88_053810,4726,4646,4681,4682,3843,4515.6,4604
TGRH88_083310,3202,6816,3149,3149,6266,4516.4,4605
TGRH88_062810,3803,5931,3760,3760,5331,4517,4606
TGRH88_051590,3923,5880,3886,3886,5020,4519,4607
TGRH88_003210,2930,6165,2873,2873,7754,4519,4607
TGRH88_011600,4035,3969,3996,3996,6605,4520.2,4609
TGRH88_048990,5244,3003,5211,5211,3933,4520.4,4610
TGRH88_030660,5096,3101,5059,5059,4292,4521.4,4611
TGRH88_060220,3365,6485,3315,3314,6137,4523.2,4612
TGRH88_028760,4578,5441,4539,4539,3531,4525.6,4613
TGRH88_017840,4491,3703,4452,4452,5544,4528.4,4614
TGRH88_054840,5030,4442,4993,4993,3192,4530,4615
TGRH88_004380,3439,5094,3389,3389,7346,4531.4,4616
TGRH88_015730,3320,6044,3268,3268,6758,4531.6,4617
TGRH88_053200,5825,2049,5805,5805,3180,4532.8,4618
TGRH88_080190,6112,2927,6092,6092,1442,4533,4619
TGRH88_069290,5105,3831,5068,5068,3593,4533,4619
TGRH88_066020,5406,4030,5374,5374,2486,4534,4621
TGRH88_029390,5124,3518,5088,5088,3858,4535.2,4622
TGRH88_014410,3009,6235,2957,2957,7520,4535.6,4623
TGRH88_014460,3869,5570,3827,3826,5590,4536.4,4624
TGRH88_008520,3721,5775,3677,3677,5834,4536.8,4625
TGRH88_011610,5175,3994,5139,5139,3237,4536.8,4625
TGRH88_047230,5177,3441,5141,5141,3786,4537.2,4627
TGRH88_009010,4510,3949,4470,4470,5287,4537.2,4627
TGRH88_063170,6210,2032,6195,6194,2066,4539.4,4629
TGRH88_065560,5936,2321,5917,5917,2610,4540.2,4630
TGRH88_040900,5915,2293,5897,5897,2711,4542.6,4631
TGRH88_005600,4811,3044,4770,4770,5324,4543.8,4632
TGRH88_009690,3947,4958,3910,3910,6001,4545.2,4633
TGRH88_024280,2863,6747,2806,2805,7509,4546,4634
TGRH88_008460,4438,4583,4400,4400,4917,4547.6,4635
TGRH88_011590,4764,3082,4721,4721,5459,4549.4,4636
TGRH88_008060,4198,4626,4159,4159,5612,4550.8,4637
TGRH88_008780,2516,7300,2452,2452,8036,4551.2,4638
TGRH88_011370,6227,1838,6211,6211,2272,4551.8,4639
TGRH88_020110,4015,5554,3976,3976,5244,4553,4640
TGRH88_081100,3786,6862,3745,3744,4631,4553.6,4641
TGRH88_028290,4939,3718,4898,4898,4316,4553.8,4642
TGRH88_012030,4682,3634,4639,4639,5187,4556.2,4643
TGRH88_049790,4292,6031,4252,4252,3956,4556.6,4644
TGRH88_074730,4829,4936,4784,4783,3451,4556.6,4644
TGRH88_012500,3887,5446,3848,3848,5784,4562.6,4646
TGRH88_043210,3701,6421,3653,3653,5390,4563.6,4647
TGRH88_044390,5401,2894,5368,5368,3793,4564.8,4648
TGRH88_008230,4384,4999,4344,4344,4754,4565,4649
TGRH88_050680,5755,3088,5728,5728,2532,4566.2,4650
TGRH88_070580,4649,5915,4607,4607,3055,4566.6,4651
TGRH88_056470,3200,6266,3147,3147,7074,4566.8,4652
TGRH88_022310,5768,1674,5743,5743,3908,4567.2,4653
TGRH88_058560,5594,1750,6448,6448,2600,4568,4654
TGRH88_058420,6054,2171,6033,6033,2557,4569.6,4655
TGRH88_055040,5658,3789,5628,5628,2147,4570,4656
TGRH88_053120,5418,3306,5388,5388,3362,4572.4,4657
TGRH88_030690,3457,5735,3406,3406,6869,4574.6,4658
TGRH88_029330,5093,3725,5056,5056,3944,4574.8,4659
TGRH88_026910,3864,6283,3822,3822,5087,4575.6,4660
TGRH88_053310,5231,3788,5197,5197,3471,4576.8,4661
TGRH88_073940,6249,1964,6235,6235,2201,4576.8,4661
TGRH88_024680,5051,3345,5014,5014,4462,4577.2,4663
TGRH88_067050,3944,6887,3907,3907,4249,4578.8,4664
TGRH88_080210,4304,5604,4264,4264,4468,4580.8,4665
TGRH88_053240,4600,5316,4558,4558,3879,4582.2,4666
TGRH88_082850,3517,6195,3469,3469,6261,4582.2,4666
TGRH88_020290,3338,6089,3287,3287,6919,4584,4668
TGRH88_077870,3699,6929,3651,3651,5000,4586,4669
TGRH88_065320,5627,3114,5595,5595,3000,4586.2,4670
TGRH88_058530,5427,3846,5396,5396,2866,4586.2,4670
TGRH88_046230,5108,3388,5071,5071,4299,4587.4,4672
TGRH88_037780,3705,5753,3660,3660,6175,4590.6,4673
TGRH88_068670,4069,5232,4029,4029,5601,4592,4674
TGRH88_039390,5029,3845,4992,4992,4107,4593,4675
TGRH88_040370,4444,5161,4406,4406,4549,4593.2,4676
TGRH88_081060,6436,1454,6424,6424,2229,4593.4,4677
TGRH88_008490,4955,2918,4915,4915,5270,4594.6,4678
TGRH88_003940,5840,2959,6320,6320,1534,4594.6,4678
TGRH88_078330,3333,6573,3281,3281,6506,4594.8,4680
TGRH88_068150,4574,4884,4534,4534,4452,4595.6,4681
TGRH88_070280,4524,4966,4485,4485,4519,4595.8,4682
TGRH88_066860,3636,6287,3587,3587,5886,4596.6,4683
TGRH88_012380,3784,6115,3741,3741,5614,4599,4684
TGRH88_035530,4183,6004,4141,4141,4531,4600,4685
TGRH88_041810,3920,6148,3882,3882,5168,4600,4685
TGRH88_045950,5125,4964,5089,5089,2736,4600.6,4687
TGRH88_074650,4619,6230,4577,4577,3002,4601,4688
TGRH88_064660,5292,3902,5260,5260,3296,4602,4689
TGRH88_048740,5082,4062,5045,5045,3780,4602.8,4690
TGRH88_066130,5587,2975,5556,5556,3344,4603.6,4691
TGRH88_026310,5843,1532,5822,5822,4000,4603.8,4692
TGRH88_063210,4083,6814,4044,4044,4034,4603.8,4692
TGRH88_002370,5441,2090,5411,5411,4667,4604,4694
TGRH88_022480,3180,6529,3127,3127,7063,4605.2,4695
TGRH88_058570,4046,6723,4006,4006,4245,4605.2,4695
TGRH88_045100,3935,6063,3898,3898,5237,4606.2,4697
TGRH88_044950,6631,896,6623,6622,2259,4606.2,4697
TGRH88_013440,5674,1763,5644,5644,4311,4607.2,4699
TGRH88_079390,4008,6778,3968,3968,4314,4607.2,4699
TGRH88_015000,5318,2695,5288,5288,4449,4607.6,4701
TGRH88_016300,3300,6438,3248,3248,6807,4608.2,4702
TGRH88_034120,3965,5443,3927,3927,5782,4608.8,4703
TGRH88_050210,5164,3892,5128,5128,3743,4611,4704
TGRH88_025820,4797,3964,4755,4755,4784,4611,4704
TGRH88_074140,5352,2065,6404,6404,2832,4611.4,4706
TGRH88_035880,3059,7134,3010,3010,6853,4613.2,4707
TGRH88_003250,4333,4430,4294,4294,5720,4614.2,4708
TGRH88_017500,5765,1905,5740,5740,3923,4614.6,4709
TGRH88_057100,4879,4319,4834,4834,4208,4614.8,4710
TGRH88_065060,4724,4506,4679,4679,4493,4616.2,4711
TGRH88_069920,5315,4153,5284,5284,3048,4616.8,4712
TGRH88_032560,4443,3505,4405,4405,6328,4617.2,4713
TGRH88_082090,3525,6411,3476,3476,6200,4617.6,4714
TGRH88_050180,6579,1879,6566,6567,1506,4619.4,4715
TGRH88_014430,5541,1971,5512,5512,4566,4620.4,4716
TGRH88_073770,5060,4590,5023,5023,3410,4621.2,4717
TGRH88_027320,5396,2494,5364,5364,4491,4621.8,4718
TGRH88_002470,4937,3454,4896,4896,4927,4622,4719
TGRH88_055490,3811,6201,3768,3768,5564,4622.4,4720
TGRH88_008840,4580,3987,4541,4541,5464,4622.6,4721
TGRH88_021600,2815,7029,2758,2758,7756,4623.2,4722
TGRH88_040320,3899,4747,3860,3860,6754,4624,4723
TGRH88_072250,6969,958,6964,6964,1265,4624,4723
TGRH88_008610,3730,5121,3685,3685,6905,4625.2,4725
TGRH88_074520,4559,4809,4519,4519,4734,4628,4726
TGRH88_046650,4889,4304,4846,4846,4259,4628.8,4727
TGRH88_028970,5637,2253,5606,5606,4050,4630.4,4728
TGRH88_047690,4187,5117,4145,4145,5568,4632.4,4729
TGRH88_016380,3776,5075,3732,3732,6859,4634.8,4730
TGRH88_041590,5274,4720,5322,5322,2549,4637.4,4731
TGRH88_029590,4219,5104,4182,4182,5509,4639.2,4732
TGRH88_045080,4769,4567,4726,4727,4410,4639.8,4733
TGRH88_081150,4701,6208,4659,4658,2986,4642.4,4734
TGRH88_003490,5078,3650,5040,5040,4407,4643,4735
TGRH88_075670,3664,6528,3619,3619,5788,4643.6,4736
TGRH88_002070,5404,2425,5372,5372,4653,4645.2,4737
TGRH88_079710,5205,3122,5171,5171,4560,4645.8,4738
TGRH88_035050,4774,4895,4731,4730,4103,4646.6,4739
TGRH88_002480,3755,4664,3711,3711,7397,4647.6,4740
TGRH88_082190,4401,6958,4361,4361,3159,4648,4741
TGRH88_058810,5117,4527,5080,5080,3446,4650,4742
TGRH88_053980,4440,5434,4402,4402,4576,4650.8,4743
TGRH88_001500,4508,3565,4468,4468,6249,4651.6,4744
TGRH88_061920,4048,5627,4008,4008,5567,4651.6,4744
TGRH88_034360,3561,6227,3514,3514,6449,4653,4746
TGRH88_030030,3848,5758,3808,3808,6047,4653.8,4747
TGRH88_048600,5686,2843,5656,5656,3428,4653.8,4747
TGRH88_059410,6214,2297,6198,6197,2369,4655,4749
TGRH88_031120,2653,7547,2590,2590,7900,4656,4750
TGRH88_016100,3610,5513,3563,3563,7032,4656.2,4751
TGRH88_027310,6025,2764,6004,6004,2487,4656.8,4752
TGRH88_056190,5837,1986,5817,5817,3830,4657.4,4753
TGRH88_063290,4448,6340,4410,4409,3684,4658.2,4754
TGRH88_031100,3955,5259,3916,3916,6251,4659.4,4755
TGRH88_025340,3297,6621,3247,3247,6891,4660.6,4756
TGRH88_052220,4005,5418,3966,3966,5950,4661,4757
TGRH88_025490,4799,3677,4757,4757,5318,4661.6,4758
TGRH88_069850,4281,6849,4241,4241,3697,4661.8,4759
TGRH88_061440,4476,4663,4436,4436,5299,4662,4760
TGRH88_015620,4300,5065,4260,4260,5434,4663.8,4761
TGRH88_072580,4644,6278,4603,4603,3193,4664.2,4762
TGRH88_043510,3509,6384,3460,3460,6511,4664.8,4763
TGRH88_035450,4150,5365,4110,4110,5591,4665.2,4764
TGRH88_019020,6157,1478,6138,6138,3417,4665.6,4765
TGRH88_082980,3806,6198,3763,3763,5798,4665.6,4765
TGRH88_032440,3928,6117,3891,3891,5502,4665.8,4767
TGRH88_007970,4999,3272,6109,6109,2857,4669.2,4768
TGRH88_038990,3980,6434,3942,3942,5067,4673,4769
TGRH88_041170,5366,4108,5335,5335,3230,4674.8,4770
TGRH88_022780,3688,5928,3640,3640,6490,4677.2,4771
TGRH88_060780,5273,4514,5241,5241,3127,4679.2,4772
TGRH88_008210,5217,2802,5183,5183,5011,4679.2,4772
TGRH88_044660,6450,2006,6438,6438,2065,4679.4,4774
TGRH88_024420,4925,4660,4883,4883,4049,4680,4775
TGRH88_020950,3862,5666,3821,3821,6231,4680.2,4776
TGRH88_060290,6452,1859,6440,6440,2210,4680.2,4776
TGRH88_068300,5664,3407,5634,5634,3069,4681.6,4778
TGRH88_043440,5503,2573,5474,5474,4390,4682.8,4779
TGRH88_025350,3502,5995,3452,3452,7014,4683,4780
TGRH88_037230,3891,5502,3852,3852,6321,4683.6,4781
TGRH88_023460,3473,5801,3423,3423,7299,4683.8,4782
TGRH88_044840,4468,5544,4429,4429,4551,4684.2,4783
TGRH88_071530,3858,7242,3818,3818,4686,4684.4,4784
TGRH88_016960,3999,6071,3960,3960,5443,4686.6,4785
TGRH88_000120,4051,4984,4010,4010,6380,4687,4786
TGRH88_031720,3687,5815,3639,3639,6659,4687.8,4787
TGRH88_031030,5044,3721,5008,5008,4666,4689.4,4788
TGRH88_020870,5604,3227,5572,5572,3473,4689.6,4789
TGRH88_040970,5090,5032,5053,5053,3220,4689.6,4789
TGRH88_042370,4654,4847,4612,4612,4725,4690,4791
TGRH88_067350,4469,3848,4430,4430,6277,4690.8,4792
TGRH88_077050,4390,6545,4350,4350,3825,4692,4793
TGRH88_024610,4388,4529,4348,4348,5848,4692.2,4794
TGRH88_049700,5364,4097,5333,5333,3335,4692.4,4795
TGRH88_024150,4916,3968,4874,4874,4831,4692.6,4796
TGRH88_016870,5344,3271,5313,5313,4236,4695.4,4797
TGRH88_048470,3547,6094,3499,3499,6839,4695.6,4798
TGRH88_009910,4076,4917,4037,4037,6411,4695.6,4798
TGRH88_080900,4759,6408,4715,4715,2882,4695.8,4800
TGRH88_006810,4414,4728,4374,4374,5589,4695.8,4800
TGRH88_003400,5235,3445,5203,5203,4394,4696,4802
TGRH88_005890,4139,6017,4147,4147,5030,4696,4802
TGRH88_054450,5268,4698,5234,5235,3050,4697,4804
TGRH88_014620,2774,7476,2715,2715,7809,4697.8,4805
TGRH88_003040,5163,3906,5127,5127,4166,4697.8,4805
TGRH88_015980,4537,4723,4499,4499,5233,4698.2,4807
TGRH88_054880,3890,6325,3851,3851,5574,4698.2,4807
TGRH88_050840,6055,2758,6034,6034,2612,4698.6,4809
TGRH88_052650,4236,6476,4198,4198,4392,4700,4810
TGRH88_003670,3575,5621,3526,3526,7277,4705,4811
TGRH88_047620,4871,4550,4826,4826,4457,4706,4812
TGRH88_003720,5334,2621,5303,5303,4971,4706.4,4813
TGRH88_002720,4689,3679,4646,4646,5879,4707.8,4814
TGRH88_082260,4061,7003,4021,4021,4443,4709.8,4815
TGRH88_002350,4663,4905,4652,4652,4678,4710,4816
TGRH88_057930,4940,4820,4899,4899,3993,4710.2,4817
TGRH88_012490,5314,2524,5282,5282,5149,4710.2,4817
TGRH88_038940,3444,6477,3392,3393,6849,4711,4819
TGRH88_077670,3879,6351,3836,3836,5655,4711.4,4820
TGRH88_052380,5832,3533,5812,5812,2571,4712,4821
TGRH88_042330,5154,4395,5117,5117,3788,4714.2,4822
TGRH88_056090,4877,5030,4831,4831,4005,4714.8,4823
TGRH88_061650,3903,6400,3864,3864,5557,4717.6,4824
TGRH88_020510,4988,3683,4950,4950,5022,4718.6,4825
TGRH88_037060,6130,2624,6111,6111,2619,4719,4826
TGRH88_061660,3973,6103,3935,3935,5651,4719.4,4827
TGRH88_087843,3507,6690,3458,3458,6485,4719.6,4828
TGRH88_042800,4143,5465,4103,4103,5789,4720.6,4829
TGRH88_038980,4750,4225,4707,4707,5220,4721.8,4830
TGRH88_057880,6350,1867,6336,6336,2722,4722.2,4831
TGRH88_059770,6611,1975,6601,6601,1830,4723.6,4832
TGRH88_020080,6975,925,6970,6970,1785,4725,4833
TGRH88_047750,4577,4827,4538,4538,5147,4725.4,4834
TGRH88_010470,4004,5776,3965,3965,5919,4725.8,4835
TGRH88_037350,4662,4961,4621,4621,4769,4726.8,4836
TGRH88_014140,6277,2187,6262,6262,2646,4726.8,4836
TGRH88_011800,3404,6523,3352,3352,7005,4727.2,4838
TGRH88_042910,4364,4862,4536,4536,5338,4727.2,4838
TGRH88_069410,5405,4738,5373,5373,2752,4728.2,4840
TGRH88_057990,4154,5770,4114,4115,5491,4728.8,4841
TGRH88_026500,3702,6009,3654,3654,6627,4729.2,4842
TGRH88_043120,3019,7207,2967,2967,7487,4729.4,4843
TGRH88_010990,5229,3156,5195,5195,4872,4729.4,4843
TGRH88_049230,6088,2228,6068,6068,3197,4729.8,4845
TGRH88_065610,5470,3924,5439,5439,3396,4733.6,4846
TGRH88_010330,4504,4496,4465,4465,5741,4734.2,4847
TGRH88_082740,4959,3374,5381,5381,4578,4734.6,4848
TGRH88_001990,6603,1006,6592,6592,2883,4735.2,4849
TGRH88_013200,5544,3570,5515,5515,3533,4735.4,4850
TGRH88_069450,4792,5276,4751,4751,4112,4736.4,4851
TGRH88_081980,4922,5429,4880,4880,3574,4737,4852
TGRH88_029360,4859,4180,4816,4816,5016,4737.4,4853
TGRH88_047890,4684,4989,4641,4641,4736,4738.2,4854
TGRH88_051190,6574,2294,6561,6561,1703,4738.6,4855
TGRH88_031640,5814,2397,5794,5794,3896,4739,4856
TGRH88_070710,3458,6742,3407,3407,6688,4740.4,4857
TGRH88_049830,5484,3801,5453,5453,3517,4741.6,4858
TGRH88_008280,4374,4708,4334,4334,5958,4741.6,4858
TGRH88_063990,4648,5356,4606,4606,4502,4743.6,4860
TGRH88_036320,3996,6686,3956,3956,5133,4745.4,4861
TGRH88_078860,6962,1711,6957,6957,1146,4746.6,4862
TGRH88_030010,2812,7511,2755,2755,7902,4747,4863
TGRH88_060420,5202,4060,5168,5168,4139,4747.4,4864
TGRH88_017170,6148,2178,6862,6862,1689,4747.8,4865
TGRH88_001430,3329,6401,3277,3277,7455,4747.8,4865
TGRH88_019010,6118,1587,6098,6098,3840,4748.2,4867
TGRH88_062070,6516,2769,6504,6504,1451,4748.8,4868
TGRH88_074720,5808,4521,5787,5787,1841,4748.8,4868
TGRH88_011280,3437,6086,3387,3387,7450,4749.4,4870
TGRH88_047410,3175,6980,3122,3122,7350,4749.8,4871
TGRH88_005400,4758,4399,4714,4714,5164,4749.8,4871
TGRH88_024530,3221,6895,3169,3169,7297,4750.2,4873
TGRH88_078170,5530,4422,5502,5502,2796,4750.4,4874
TGRH88_045220,6823,2143,6815,6815,1159,4751,4875
TGRH88_004800,4878,5157,4832,4832,4063,4752.4,4876
TGRH88_039560,3413,6394,3361,3361,7237,4753.2,4877
TGRH88_057250,4570,5560,4530,4530,4589,4755.8,4878
TGRH88_021950,4934,3785,4892,4892,5277,4756,4879
TGRH88_075980,6483,2232,6471,6471,2125,4756.4,4880
TGRH88_074460,6386,2470,6373,6373,2182,4756.8,4881
TGRH88_038560,3528,6265,3479,3479,7043,4758.8,4882
TGRH88_061170,4789,4945,4747,4747,4569,4759.4,4883
TGRH88_002420,4502,3482,4463,4463,6887,4759.4,4883
TGRH88_028510,4812,4067,4771,4771,5377,4759.6,4885
TGRH88_059160,4848,5150,4805,4804,4205,4762.4,4886
TGRH88_058910,4519,5831,4479,4479,4515,4764.6,4887
TGRH88_020010,5965,2237,5946,5946,3732,4765.2,4888
TGRH88_065750,4979,4954,4940,4940,4017,4766,4889
TGRH88_022970,5007,4491,4970,4970,4398,4767.2,4890
TGRH88_028880,3934,6586,3897,3897,5524,4767.6,4891
TGRH88_026760,5261,4475,5228,5228,3648,4768,4892
TGRH88_044990,3732,6999,3688,3688,5743,4770,4893
TGRH88_029510,4303,5310,4263,4263,5715,4770.8,4894
TGRH88_006530,4125,5471,4084,4084,6093,4771.4,4895
TGRH88_008240,5887,2317,5867,5867,3920,4771.6,4896
TGRH88_019890,2967,7164,2913,2913,7905,4772.4,4897
TGRH88_081800,5453,4349,5497,5497,3077,4774.6,4898
TGRH88_013910,4661,3699,4620,4620,6276,4775.2,4899
TGRH88_051760,6085,2977,6065,6065,2685,4775.4,4900
TGRH88_032270,6527,1717,6516,6516,2602,4775.6,4901
TGRH88_036720,4763,4717,4720,4720,4962,4776.4,4902
TGRH88_073650,4974,4929,4934,4934,4114,4777,4903
TGRH88_050360,3352,6634,3303,3303,7298,4778,4904
TGRH88_054460,5697,3091,5668,5668,3766,4778,4904
TGRH88_048500,3668,6628,3623,3623,6350,4778.4,4906
TGRH88_071920,6552,2618,6539,6539,1645,4778.6,4907
TGRH88_003960,3846,5705,3806,3806,6731,4778.8,4908
TGRH88_048410,5327,4085,5296,5296,3893,4779.4,4909
TGRH88_009100,5245,3368,5212,5212,4861,4779.6,4910
TGRH88_074100,5769,3635,5744,5742,3009,4779.8,4911
TGRH88_046150,3860,5454,3820,3820,6945,4779.8,4911
TGRH88_029570,4134,6217,4094,4094,5362,4780.2,4913
TGRH88_058470,6514,2673,6502,6502,1717,4781.6,4914
TGRH88_007400,5100,3936,5063,5063,4753,4783,4915
TGRH88_000480,3727,5876,3682,3682,6951,4783.6,4916
TGRH88_033360,4054,6483,4014,4014,5373,4787.6,4917
TGRH88_070410,5485,3715,5454,5454,3833,4788.2,4918
TGRH88_040620,3921,6303,3883,3883,5952,4788.4,4919
TGRH88_001560,6525,1105,6514,6514,3285,4788.6,4920
TGRH88_022170,4582,5066,4543,4543,5209,4788.6,4920
TGRH88_056160,4402,6478,4362,4362,4345,4789.8,4922
TGRH88_017150,3698,6275,3650,3650,6682,4791,4923
TGRH88_086490,3209,7373,3157,3157,7064,4792,4924
TGRH88_078030,5342,4935,5311,5311,3064,4792.6,4925
TGRH88_078490,4655,6060,4613,4613,4022,4792.6,4925
TGRH88_059850,4796,5179,4754,4753,4483,4793,4927
TGRH88_065590,5232,3885,5198,5198,4453,4793.2,4928
TGRH88_025960,3703,6584,3656,3656,6374,4794.6,4929
TGRH88_041700,4119,5459,4080,4080,6236,4794.8,4930
TGRH88_049960,6931,2194,6925,6925,1007,4796.4,4931
TGRH88_038640,3449,6429,3398,3398,7308,4796.4,4931
TGRH88_022000,5409,2733,5377,5377,5089,4797,4933
TGRH88_018910,5305,3489,5274,5274,4645,4797.4,4934
TGRH88_015960,5213,2888,5179,5179,5535,4798.8,4935
TGRH88_066920,4732,3959,4688,4688,5929,4799.2,4936
TGRH88_054400,3190,7254,3137,3137,7291,4801.8,4937
TGRH88_064000,5526,4050,5498,5498,3438,4802,4938
TGRH88_044570,4329,5752,4290,4290,5349,4802,4938
TGRH88_007790,5565,2417,5536,5536,4959,4802.6,4940
TGRH88_044060,5280,5008,5247,5247,3232,4802.8,4941
TGRH88_056480,6743,2412,6734,6734,1403,4805.2,4942
TGRH88_063390,6127,2630,6107,6107,3065,4807.2,4943
TGRH88_015910,4145,5992,4105,4105,5689,4807.2,4943
TGRH88_079910,3317,7550,3265,3265,6640,4807.4,4945
TGRH88_055190,4360,6049,4322,4322,4985,4807.6,4946
TGRH88_021700,5714,3222,5684,5684,3737,4808.2,4947
TGRH88_024290,4942,3886,4901,4901,5412,4808.4,4948
TGRH88_010220,4042,5620,4002,4002,6383,4809.8,4949
TGRH88_074840,4233,6709,4195,4195,4721,4810.6,4950
TGRH88_014300,5350,3232,5320,5319,4835,4811.2,4951
TGRH88_078320,4115,7281,4076,4076,4511,4811.8,4952
TGRH88_006020,4449,4602,4411,4411,6194,4813.4,4953
TGRH88_067190,5682,4472,5652,5652,2614,4814.4,4954
TGRH88_063620,6443,1581,6431,6431,3187,4814.6,4955
TGRH88_030240,3831,5478,3791,3791,7221,4822.4,4956
TGRH88_007330,4422,5658,4383,4383,5267,4822.6,4957
TGRH88_012150,3675,6326,3629,3629,6866,4825,4958
TGRH88_047220,5034,4857,4998,4998,4239,4825.2,4959
