Conf_B,Tz_RNA,Linear_B,Net_C,T-cell Score,Exposed,GRAVY,Protein
2328.0,62.0,1050.0,675.0,6278.5,191.5,4829.0,TGRH88_037170
5285.0,7077.0,1204.5,4386.5,7516.0,3498.5,5430.0,TGRH88_037180
5041.0,3586.0,5404.5,4223.5,853.5,6235.5,2918.5,TGRH88_037190
2406.0,845.0,5404.5,6031.0,7560.0,6235.5,7726.5,TGRH88_037200
5907.0,7689.5,5404.5,6114.0,6130.5,6235.5,2336.0,TGRH88_037210
1945.0,5247.5,853.5,4471.0,4727.5,6235.5,5577.0,TGRH88_037220
3056.0,6324.0,5404.5,5145.5,7408.0,2955.5,287.0,TGRH88_037230
4877.5,5928.0,5404.5,4802.5,6242.0,3207.0,2963.0,TGRH88_037240
2444.0,3907.0,2659.0,5983.0,2643.0,6235.5,5279.0,TGRH88_037250
3099.0,1598.0,5404.5,6624.5,6945.0,6235.5,2619.5,TGRH88_037260
1108.5,3464.0,5404.5,6419.5,1139.5,1165.5,324.0,TGRH88_037270
299.0,515.0,1225.5,1875.0,1714.0,3989.5,6876.0,TGRH88_037280
7097.0,7689.5,25.0,401.5,7748.5,6235.5,8135.0,TGRH88_037290
1214.0,6842.5,5404.5,5758.0,3570.0,1255.0,5608.5,TGRH88_037300
564.0,6842.5,5404.5,1142.5,1438.0,6235.5,3315.5,TGRH88_037310
317.0,6589.0,87.0,163.0,5687.5,1410.0,7766.5,TGRH88_037320
7097.0,6842.5,5404.5,5295.0,3380.0,1447.5,2365.5,TGRH88_037330
7097.0,6589.0,5404.5,6467.5,4795.5,678.0,3683.0,TGRH88_037340
554.0,3315.0,5404.5,196.0,5502.5,6235.5,8048.0,TGRH88_037350
5255.0,11.0,5404.5,3974.5,7370.0,191.5,233.0,TGRH88_037360
4654.0,422.5,1430.0,5841.5,2671.0,6235.5,4366.5,TGRH88_037370
1580.0,1736.5,5404.5,5408.5,2444.5,2548.0,5145.0,TGRH88_037380
7097.0,7689.5,1003.5,7449.0,900.5,678.0,341.0,TGRH88_037390
7097.0,3190.0,1933.5,2397.5,2691.0,6235.5,7117.0,TGRH88_037400
921.0,5634.0,5404.5,4775.0,3910.0,6235.5,5614.5,TGRH88_037410
35.0,5105.5,5404.5,3530.0,3528.5,6235.5,5614.5,TGRH88_037420
2698.0,4767.5,5404.5,7383.5,2809.0,6235.5,3723.5,TGRH88_037430
681.0,5105.5,5404.5,1953.0,1701.5,2930.0,2372.0,TGRH88_037440
3067.5,4973.0,2454.0,3111.5,2786.5,6235.5,2603.5,TGRH88_037450
5478.0,6481.0,302.5,4790.5,7349.0,6235.5,3751.0,TGRH88_037460
7097.0,6260.5,2454.0,10.0,2712.0,1763.5,7246.0,TGRH88_037470
5396.5,394.0,5404.5,7132.0,7682.5,6235.5,5850.0,TGRH88_037480
3459.0,6324.0,5404.5,4565.5,5856.5,6235.5,4642.0,TGRH88_037490
7097.0,2184.0,5404.5,5856.5,516.0,678.0,1043.0,TGRH88_037500
2339.5,3505.0,335.0,7965.0,5214.0,3207.0,7587.5,TGRH88_037510
2703.0,1393.0,5404.5,4078.5,1879.0,678.0,4782.0,TGRH88_037520
7097.0,1557.5,5404.5,83.0,1039.5,2361.5,7438.5,TGRH88_037530
7097.0,7689.5,1073.5,6624.5,4984.5,2091.5,926.0,TGRH88_037540
7097.0,7689.5,362.5,7522.0,6232.0,191.5,5971.0,TGRH88_037590
7097.0,7689.5,2555.5,7847.5,6680.0,191.5,7873.0,TGRH88_037610
1793.0,3850.5,2651.0,1074.0,754.0,2389.5,4133.0,TGRH88_037620
717.5,5928.0,836.5,2234.0,4176.0,6235.5,6515.0,TGRH88_037630
7097.0,4258.0,5404.5,6358.0,115.0,6235.5,4493.5,TGRH88_037640
7097.0,5043.0,864.0,3745.5,661.0,3775.0,4889.0,TGRH88_037650
4929.5,2762.5,5404.5,7804.5,5265.0,6235.5,2967.5,TGRH88_037660
7097.0,449.5,5404.5,77.0,34.0,1590.5,1282.0,TGRH88_037670
2652.0,3541.5,5404.5,2926.0,3534.5,6235.5,4186.0,TGRH88_037680
2348.5,5443.5,5404.5,7933.5,5395.5,2696.0,970.0,TGRH88_037690
2803.5,6204.0,5404.5,134.0,5446.5,191.5,7369.5,TGRH88_037700
378.0,3416.5,5404.5,3991.0,3283.0,6235.5,2869.0,TGRH88_037710
3887.0,2363.0,2555.5,7890.5,2464.0,3052.5,914.5,TGRH88_037720
7097.0,6481.0,1137.0,2180.0,3007.0,6235.5,4716.0,TGRH88_037730
3558.5,3962.0,1389.0,7643.5,4319.5,6235.5,5208.5,TGRH88_037740
5538.5,2131.0,5404.5,4242.5,5074.0,678.0,313.0,TGRH88_037750
676.5,5043.0,5404.5,1496.5,1056.5,6235.5,2658.5,TGRH88_037760
2529.0,7077.0,5404.5,1096.5,4133.5,6235.5,3699.5,TGRH88_037770
2481.5,5634.0,5404.5,6913.0,4294.0,6235.5,7053.0,TGRH88_037780
4488.0,3364.0,5404.5,6789.5,3800.5,3989.5,1434.5,TGRH88_037790
1176.5,1587.5,5404.5,4997.0,5021.0,6235.5,3508.5,TGRH88_037800
4138.0,4018.5,1546.5,7132.0,8047.0,1689.5,6874.0,TGRH88_037810
3814.5,5319.5,2509.5,3429.5,3222.0,2791.5,837.5,TGRH88_037820
2808.0,6152.5,5404.5,2749.5,7673.5,6235.5,7966.5,TGRH88_037830
1265.5,2063.0,5404.5,5621.0,2850.0,1865.0,1762.0,TGRH88_037840
3911.5,1921.5,5404.5,3442.5,6221.5,2796.5,1589.0,TGRH88_037850
520.0,3795.5,5404.5,3344.0,811.5,678.0,235.5,TGRH88_037860
864.0,2794.0,5404.5,4322.0,6680.0,6235.5,7041.0,TGRH88_037870
4529.5,6705.5,5404.5,3817.5,6907.5,3412.0,1383.0,TGRH88_037880
7097.0,4394.0,5404.5,156.0,2038.5,1855.5,7647.5,TGRH88_037890
1408.0,1921.5,5404.5,3143.5,4036.5,6235.5,7438.5,TGRH88_037900
2558.5,2727.0,952.5,1331.0,5099.5,1109.5,2253.0,TGRH88_037910
5572.5,1996.0,5404.5,5295.0,2865.0,6235.5,2676.5,TGRH88_037920
5059.0,3315.0,1318.5,5661.5,7240.0,191.5,779.5,TGRH88_037930
2954.5,3685.0,5404.5,3530.0,6621.0,3207.0,4112.5,TGRH88_037940
5819.5,5247.5,5404.5,3688.0,7389.5,6235.5,7884.0,TGRH88_037950
616.0,699.0,106.0,2095.0,1366.0,6235.5,3115.5,TGRH88_037960
4473.5,6842.5,1066.5,7431.0,4364.0,6235.5,4960.0,TGRH88_037970
441.0,1440.0,692.5,6089.0,2078.0,678.0,2209.5,TGRH88_037980
2279.0,4139.0,5404.5,1641.5,6599.0,3989.5,3753.5,TGRH88_037990
7097.0,3586.0,5404.5,1670.5,948.5,678.0,6556.5,TGRH88_038000
3568.0,3685.0,5404.5,5178.5,3209.0,1573.5,680.5,TGRH88_038010
459.0,6705.5,1.0,45.0,4890.0,6235.5,7506.0,TGRH88_038020
7097.0,3364.0,193.0,7592.0,255.0,6235.5,3396.0,TGRH88_038030
3971.5,796.0,5404.5,3876.5,6335.0,1974.0,2033.0,TGRH88_038040
817.5,616.0,5404.5,464.0,2060.0,6235.5,5794.0,TGRH88_038050
1681.0,4018.5,5404.5,2592.0,2914.5,2381.5,2963.0,TGRH88_038060
7097.0,3586.0,1345.5,609.5,2400.5,3308.0,4716.0,TGRH88_038070
587.0,3743.0,5404.5,1571.5,7370.0,6235.5,8139.0,TGRH88_038080
2011.5,4196.5,5404.5,698.5,1562.5,2146.0,5163.5,TGRH88_038090
2105.0,7689.5,1743.0,722.0,3949.0,6235.5,7684.0,TGRH88_038100
2187.0,1166.5,5404.5,6599.0,1814.5,2123.5,2072.5,TGRH88_038110
3260.5,590.5,5404.5,7666.0,4253.0,6235.5,4476.0,TGRH88_038120
3542.0,2902.0,734.5,2111.0,7126.0,6235.5,4218.5,TGRH88_038130
1872.0,3064.0,5404.5,4646.5,1303.0,2303.5,3508.5,TGRH88_038140
1527.5,2397.5,5404.5,4223.5,3550.5,6235.5,5929.5,TGRH88_038150
294.0,3464.0,15.0,932.5,1809.5,6235.5,6818.5,TGRH88_038160
3903.5,6324.0,1948.0,7643.5,4101.5,6235.5,2201.5,TGRH88_038170
7097.0,7689.5,5404.5,5927.0,6111.0,3318.5,1456.0,TGRH88_038220
3017.0,7077.0,5404.5,3469.0,4965.5,6235.5,592.0,TGRH88_038350
5936.5,786.5,2321.0,6834.0,7440.0,6235.5,1983.0,TGRH88_038360
10.0,1935.5,68.0,514.0,624.0,6235.5,6542.5,TGRH88_038370
5067.5,77.0,1271.5,7132.0,7516.0,6235.5,7997.0,TGRH88_038380
7097.0,5043.0,5404.5,8096.5,1281.5,2823.0,3956.0,TGRH88_038390
7097.0,4139.0,5404.5,497.5,2326.5,678.0,5817.0,TGRH88_038400
5352.5,692.5,2598.5,4667.0,6853.0,2267.5,1687.0,TGRH88_038410
3866.0,523.0,1368.0,7826.5,6980.5,191.5,711.0,TGRH88_038420
4799.0,5382.0,1018.0,7223.5,7880.0,191.5,1742.0,TGRH88_038430
3697.5,4258.0,638.5,8142.5,6907.5,2512.5,1812.0,TGRH88_038440
3703.5,4330.0,1796.0,4816.5,3850.5,2807.0,1358.5,TGRH88_038450
7097.0,2727.0,1450.0,116.0,511.0,2050.0,7113.0,TGRH88_038460
3087.5,7077.0,4.0,623.5,7103.0,6235.5,8107.0,TGRH88_038470
7097.0,4515.5,5404.5,4802.5,5570.0,6235.5,6940.0,TGRH88_038480
670.0,5043.0,1233.0,1968.0,5206.0,6235.5,7896.0,TGRH88_038490
3635.5,5247.5,5404.5,1328.0,4051.0,1545.5,1072.0,TGRH88_038500
4296.0,419.0,5404.5,3618.5,3999.0,2253.5,1067.5,TGRH88_038510
2989.5,7077.0,5404.5,5125.5,6694.5,191.5,2495.0,TGRH88_038520
472.0,4830.0,98.0,3394.5,2549.5,3657.5,6696.0,TGRH88_038530
3994.5,6705.5,1171.0,1360.0,7111.0,3566.5,7973.0,TGRH88_038540
5438.0,5504.5,1118.5,5032.0,5526.0,6235.5,6113.0,TGRH88_038550
7097.0,7689.5,624.0,5900.5,5713.0,1287.5,1574.0,TGRH88_038560
7097.0,7689.5,384.5,7804.5,7103.0,2512.5,2601.0,TGRH88_038570
7097.0,7689.5,681.5,6255.0,6648.0,191.5,2717.0,TGRH88_038580
7097.0,7689.5,689.5,6153.0,6786.0,1165.5,2465.5,TGRH88_038590
7097.0,7689.5,966.5,5106.5,6694.5,1255.0,3335.0,TGRH88_038610
4517.0,7077.0,659.0,7804.5,7278.5,1845.5,2777.5,TGRH88_038620
7097.0,7689.5,496.0,6734.5,6775.0,1845.5,1624.0,TGRH88_038640
7097.0,7689.5,687.0,7753.5,6062.5,1026.0,2727.0,TGRH88_038650
7097.0,7689.5,444.0,7277.0,5973.0,191.5,1483.0,TGRH88_038660
7097.0,3505.0,5404.5,605.0,806.0,1980.5,3926.5,TGRH88_038670
408.0,1608.5,5404.5,7223.5,2966.0,6235.5,7021.0,TGRH88_038680
2574.0,911.5,1786.0,6320.5,5614.5,1534.5,4593.5,TGRH88_038690
1163.5,1353.0,5404.5,2419.0,1508.5,6235.5,5878.0,TGRH88_038700
4784.5,9.0,231.0,4997.0,5570.0,1911.0,7086.0,TGRH88_038710
7097.0,3586.0,5404.5,96.0,210.5,3989.5,5486.0,TGRH88_038720
7097.0,4647.0,5404.5,1156.5,1796.0,6235.5,5997.5,TGRH88_038730
7097.0,4709.5,868.0,841.5,376.0,1845.5,4653.5,TGRH88_038740
109.0,5564.5,706.5,1962.5,2189.0,3989.5,4256.0,TGRH88_038750
7097.0,7689.5,5404.5,91.0,8047.0,3341.5,8145.0,TGRH88_038760
3008.5,6481.0,1240.5,2862.0,5290.0,1763.5,3976.0,TGRH88_038770
5622.5,5319.5,592.0,3111.5,7370.0,3283.5,6872.5,TGRH88_038780
3218.5,6481.0,877.5,2592.0,6694.5,1478.0,4301.0,TGRH88_038790
5860.0,6842.5,802.0,3817.5,8047.0,3989.5,5523.0,TGRH88_038800
1704.5,3315.0,5404.5,6235.0,4211.5,3989.5,3420.0,TGRH88_038810
471.0,3231.0,5404.5,292.0,5614.5,2200.0,7308.5,TGRH88_038820
875.0,624.0,936.5,6358.0,1446.5,2057.0,3586.5,TGRH88_038830
2648.0,3109.5,5404.5,5900.5,6756.5,6235.5,5951.5,TGRH88_038840
7097.0,1710.0,5404.5,7753.5,2979.0,6235.5,3290.5,TGRH88_038850
2884.5,1636.0,5404.5,3745.5,2833.0,2091.5,3885.5,TGRH88_038870
953.5,5634.0,5404.5,5279.5,2884.0,6235.5,4218.5,TGRH88_038880
5348.5,4647.0,2321.0,7161.0,4463.0,6235.5,3096.5,TGRH88_038890
3463.5,3064.0,5404.5,7223.5,3380.0,6235.5,2820.5,TGRH88_038900
1380.5,4018.5,5404.5,4735.0,1951.5,6235.5,2711.5,TGRH88_038910
7097.0,4076.0,5404.5,5327.0,1631.5,3034.0,5582.5,TGRH88_038920
7097.0,4258.0,5404.5,1561.5,2850.0,1704.5,6729.5,TGRH88_038930
7097.0,6260.5,1260.5,3911.5,7541.0,191.5,1350.0,TGRH88_038940
7097.0,4767.5,2598.5,3893.0,2503.5,6235.5,6173.5,TGRH88_038950
1691.5,4451.5,5404.5,912.0,2631.5,678.0,1717.0,TGRH88_038960
3869.5,7689.5,2011.5,1875.0,5876.0,6235.5,7024.0,TGRH88_038970
7097.0,3633.5,1430.0,1860.0,2700.5,6235.5,5976.0,TGRH88_038980
7097.0,5319.5,2509.5,3800.0,604.5,6235.5,4883.5,TGRH88_038990
5896.0,1336.5,5404.5,3759.0,6599.0,3636.0,4352.5,TGRH88_039000
2664.5,2902.0,5404.5,1627.5,6707.5,6235.5,5577.0,TGRH88_039010
4024.5,699.0,5404.5,3991.0,3700.5,6235.5,3293.5,TGRH88_039020
4242.5,6394.5,5404.5,6005.5,6458.0,2549.0,608.5,TGRH88_039030
7097.0,2865.0,5404.5,4149.0,4341.5,6235.5,2953.0,TGRH88_039040
387.0,3795.5,5404.5,6913.0,1836.5,6235.5,2790.5,TGRH88_039050
7097.0,4709.5,5404.5,6913.0,1565.0,6235.5,6371.5,TGRH88_039060
4114.0,5878.0,5404.5,7753.5,8047.0,1339.5,68.0,TGRH88_039070
5388.5,47.0,5404.5,5602.5,5898.5,3047.5,1179.5,TGRH88_039080
1751.5,2397.5,5404.5,3379.5,6130.5,2159.5,3009.0,TGRH88_039090
277.5,2276.0,362.5,938.5,2340.0,1974.0,5365.5,TGRH88_039100
3048.0,5984.5,5404.5,5602.5,4382.0,6235.5,6663.0,TGRH88_039110
4323.0,461.0,5404.5,6214.0,2107.0,1165.5,82.0,TGRH88_039120
5259.5,2592.0,1933.5,5198.5,2038.5,6235.5,2184.0,TGRH88_039130
5657.5,134.0,5404.5,2286.5,4869.0,6235.5,3471.0,TGRH88_039140
2845.5,89.0,853.5,810.0,2809.0,6235.5,6683.0,TGRH88_039150
5427.0,2530.5,5404.5,6134.5,2843.5,678.0,265.5,TGRH88_039160
1833.0,1458.0,5404.5,5237.5,3724.0,6235.5,5892.5,TGRH88_039170
4867.0,1458.0,5404.5,5900.5,5827.0,1921.5,3413.0,TGRH88_039180
5463.5,1544.0,5404.5,1860.0,6853.0,2596.0,1640.0,TGRH88_039190
4819.5,3633.5,5404.5,7522.0,5706.0,6235.5,3831.0,TGRH88_039200
4671.0,7689.5,5404.5,5963.0,5086.0,6235.5,6050.0,TGRH88_039210
2683.0,4647.0,883.0,537.0,3143.0,6235.5,7795.5,TGRH88_039220
6029.5,6204.0,5404.5,6379.5,8047.0,3498.5,2405.5,TGRH88_039230
5657.5,6324.0,5404.5,5370.5,1948.5,1215.0,56.0,TGRH88_039240
508.0,3273.5,5404.5,186.0,7611.5,6235.5,7332.0,TGRH88_039250
699.0,3850.5,116.0,2844.5,1513.0,6235.5,6336.0,TGRH88_039260
2622.0,2530.5,5404.5,5219.0,6633.5,2225.0,6997.5,TGRH88_039270
4738.0,1079.5,5404.5,5602.5,7044.5,6235.5,4683.0,TGRH88_039280
4916.0,5319.5,5404.5,5370.5,6933.5,6235.5,1370.0,TGRH88_039290
1129.5,5105.5,5404.5,7431.0,2773.5,6235.5,5729.5,TGRH88_039300
723.0,2762.5,1622.5,4487.5,2321.0,3207.0,5799.0,TGRH88_039310
961.0,6100.0,5404.5,4899.0,1793.5,1609.5,1029.5,TGRH88_039320
4522.5,5984.5,5404.5,1748.5,5933.5,6235.5,4592.0,TGRH88_039330
940.5,4582.0,5404.5,53.0,6980.5,6235.5,8033.0,TGRH88_039340
4644.5,1904.5,5404.5,7223.5,2705.0,1478.0,1032.0,TGRH88_039350
4273.0,1533.0,5404.5,5178.5,6641.0,6235.5,4054.0,TGRH88_039360
7097.0,2397.5,5404.5,3633.0,469.0,3989.5,1458.5,TGRH88_039370
1240.5,3962.0,5404.5,2524.5,2925.5,1545.5,3345.0,TGRH88_039380
1463.0,3464.0,5404.5,429.5,5037.5,6235.5,7629.5,TGRH88_039390
7097.0,7689.5,5404.5,1748.5,2738.5,2703.0,5365.5,TGRH88_039400
2421.5,2628.5,5404.5,2514.0,933.0,6235.5,4414.0,TGRH88_039410
2747.0,3633.5,2252.5,5163.0,1468.5,6235.5,3480.0,TGRH88_039420
3963.0,7689.5,5404.5,2397.5,795.5,6235.5,1581.0,TGRH88_039430
3102.5,1573.0,1527.0,2827.5,4594.5,6235.5,4855.0,TGRH88_039440
4686.5,7077.0,5404.5,6662.0,7019.0,6235.5,1269.5,TGRH88_039450
3937.0,235.0,5404.5,4487.5,1932.0,1316.5,1585.5,TGRH88_039460
7097.0,7689.5,5404.5,6114.0,8047.0,4232.0,5401.0,TGRH88_039470
7097.0,352.0,5404.5,2164.5,2189.0,6235.5,2986.0,TGRH88_039480
4043.0,7077.0,5404.5,2926.0,2677.5,1554.5,1009.0,TGRH88_039490
5817.5,2500.0,5404.5,4851.5,4736.5,6235.5,437.0,TGRH88_039500
7097.0,5171.0,207.0,459.5,276.0,678.0,6586.0,TGRH88_039510
4318.5,2424.0,5404.5,2060.5,4736.5,6235.5,1671.0,TGRH88_039520
7097.0,7689.5,5404.5,2756.5,1202.0,6235.5,6746.5,TGRH88_039530
4015.0,2592.0,5404.5,6813.5,5816.0,3382.0,1890.5,TGRH88_039540
5794.5,958.0,5404.5,7352.0,5332.5,6235.5,1461.5,TGRH88_039550
7097.0,7689.5,355.0,5582.5,6446.5,1807.5,6455.0,TGRH88_039560
7097.0,2160.5,5404.5,445.5,397.0,2625.0,741.0,TGRH88_039570
7097.0,5564.5,5404.5,511.0,850.5,2556.0,4543.5,TGRH88_039580
2162.0,4515.5,5404.5,1285.5,5064.5,6235.5,4744.0,TGRH88_039590
787.5,1544.0,5404.5,4322.0,2884.0,678.0,278.0,TGRH88_039600
7097.0,1261.0,5404.5,5983.0,342.0,6235.5,6492.5,TGRH88_039610
63.0,845.0,145.0,644.0,4491.5,6235.5,7417.5,TGRH88_039620
156.5,758.5,984.0,1743.0,544.5,6235.5,4443.0,TGRH88_039630
7097.0,1785.0,5404.5,3188.5,366.5,6235.5,6046.0,TGRH88_039640
7097.0,7689.5,5404.5,4851.5,8047.0,6235.5,7170.5,TGRH88_039650
4078.0,958.0,2252.5,107.0,8047.0,6235.5,8127.0,TGRH88_039660
4255.0,43.0,2252.5,1306.5,6296.0,1763.5,3280.5,TGRH88_039670
4585.0,6394.5,5404.5,7933.5,5460.0,6235.5,3703.0,TGRH88_039680
807.0,1045.0,5404.5,2419.0,5296.5,1026.0,238.0,TGRH88_039690
1302.0,5171.0,5404.5,4111.0,2340.0,2052.5,1713.0,TGRH88_039700
7097.0,2160.5,1345.5,905.0,1251.5,678.0,6899.5,TGRH88_039710
236.0,669.5,5404.5,7102.5,2424.5,6235.5,5956.0,TGRH88_039720
1270.0,4900.5,5404.5,4322.0,5837.0,6235.5,7108.0,TGRH88_039730
1322.5,6260.5,2454.0,5602.5,2677.5,1974.0,1975.0,TGRH88_039740
7097.0,156.0,2643.5,483.0,2382.0,6235.5,1832.0,TGRH88_039750
5095.5,6705.5,1176.0,4293.5,7524.0,6235.5,5507.0,TGRH88_039760
7097.0,4330.0,5404.5,3157.0,542.5,2588.0,849.5,TGRH88_039770
7097.0,7689.5,5404.5,5602.5,4671.5,4232.0,3124.0,TGRH88_039780
2797.0,1141.5,5404.5,4293.5,7075.5,3989.5,5673.5,TGRH88_039790
3911.5,4830.0,5404.5,6662.0,5987.0,678.0,404.0,TGRH88_039800
536.0,4515.5,5404.5,2889.0,4671.5,6235.5,7069.0,TGRH88_039810
3963.0,327.0,5404.5,2982.5,7395.5,6235.5,3539.5,TGRH88_039820
4446.0,3685.0,5404.5,4452.0,4374.0,6235.5,5614.5,TGRH88_039830
5642.0,919.5,5404.5,7411.0,4057.0,4299.5,3545.0,TGRH88_039840
4208.5,5759.5,2203.0,6890.0,2282.5,2939.0,1365.5,TGRH88_039850
372.5,1509.0,610.0,7712.0,1076.5,3080.0,3662.5,TGRH88_039860
7097.0,3795.5,5404.5,1739.0,3500.0,6235.5,7379.0,TGRH88_039870
7097.0,3743.0,5404.5,4111.0,2685.0,678.0,3972.0,TGRH88_039880
2661.0,3273.5,5404.5,5621.0,2221.5,6235.5,7104.0,TGRH88_039890
7097.0,7689.5,5404.5,5090.5,198.0,3013.0,1900.5,TGRH88_039900
7097.0,1499.5,1924.5,5408.5,44.0,2407.0,3497.0,TGRH88_039910
2129.0,2902.0,2109.5,1694.0,7213.5,6235.5,8070.0,TGRH88_039920
7097.0,7689.5,779.0,4276.5,1349.5,6235.5,3675.5,TGRH88_039930
1524.0,7077.0,5404.5,8123.0,4545.0,1763.5,1827.0,TGRH88_039940
7097.0,2298.5,5404.5,605.0,2396.0,6235.5,6233.0,TGRH88_039950
4809.0,7077.0,1318.5,6419.5,6786.0,1287.5,2912.5,TGRH88_039960
3251.0,6481.0,5404.5,3513.5,6748.0,6235.5,5764.5,TGRH88_039970
2506.5,1723.0,5404.5,5032.0,5460.0,6235.5,5470.0,TGRH88_039980
1656.5,3743.0,5404.5,598.5,3198.5,4232.0,4341.5,TGRH88_039990
187.0,3743.0,5404.5,1360.0,2455.5,4175.5,2512.5,TGRH88_040000
498.5,4515.5,2555.5,1652.0,3151.0,6235.5,4844.5,TGRH88_040010
1887.5,4900.5,1590.5,6854.0,7793.0,6235.5,7818.0,TGRH88_040020
7097.0,3586.0,1101.0,475.0,2209.0,3566.5,3764.5,TGRH88_040030
4603.5,1958.0,5404.5,5505.0,7207.5,6235.5,982.5,TGRH88_040040
1880.0,3685.0,5404.5,5539.0,4109.5,6235.5,5315.0,TGRH88_040050
2834.5,314.0,5404.5,7999.5,5223.0,4175.5,3901.5,TGRH88_040060
2664.5,5504.5,5404.5,5260.0,4795.5,2528.0,3690.5,TGRH88_040070
4198.5,6842.5,1193.0,2583.0,5636.5,6235.5,5331.5,TGRH88_040080
7097.0,3962.0,5404.5,1148.5,7549.0,6235.5,5751.5,TGRH88_040090
3481.0,5105.5,1283.0,4374.0,3759.5,6235.5,3868.0,TGRH88_040100
5583.0,5634.0,5404.5,5145.5,6829.5,4232.0,356.5,TGRH88_040110
7097.0,7689.5,5404.5,7869.5,8047.0,6235.5,5306.0,TGRH88_040120
5293.0,3231.0,5404.5,4877.0,2877.0,191.5,15.0,TGRH88_040130
549.0,3464.0,5404.5,1517.0,1894.5,3775.0,2625.0,TGRH88_040140
5059.0,1407.0,5404.5,8074.0,6269.5,6235.5,3250.0,TGRH88_040150
2812.5,3850.5,1176.0,3353.0,7621.5,6235.5,7910.0,TGRH88_040160
2005.5,6589.0,984.0,3178.0,5856.5,2135.0,6818.5,TGRH88_040170
4545.0,254.0,5404.5,8052.0,3590.0,1165.5,95.0,TGRH88_040180
186.0,2628.5,2598.5,1032.5,1422.5,2552.0,3080.0,TGRH88_040190
7097.0,2037.5,5404.5,6467.5,102.0,191.5,1911.0,TGRH88_040200
4338.0,7077.0,2109.5,3715.5,6707.5,1718.0,1573.0,TGRH88_040210
3994.5,773.5,5404.5,3911.5,6032.0,2086.0,430.0,TGRH88_040220
1955.0,4076.0,1128.5,5408.5,2603.0,3080.0,4173.0,TGRH88_040230
1617.5,989.5,5404.5,5327.0,3809.5,6235.5,7260.5,TGRH88_040240
7097.0,2276.0,5404.5,1831.0,735.5,3775.0,2696.5,TGRH88_040250
5946.5,584.0,1756.5,5370.5,6080.0,2206.0,2611.0,TGRH88_040260
7097.0,1785.0,5404.5,945.0,69.0,2580.5,2597.0,TGRH88_040270
7097.0,3685.0,1701.5,2089.0,245.0,2602.0,1707.0,TGRH88_040280
5467.0,85.0,5404.5,4877.0,4900.5,6235.5,2436.5,TGRH88_040290
2421.5,521.5,5404.5,2375.5,3534.5,6235.5,5915.0,TGRH88_040300
7097.0,3190.0,1450.0,1306.5,592.0,6235.5,3389.0,TGRH88_040310
7097.0,7689.5,541.5,6528.0,6892.0,2708.0,7854.0,TGRH88_040320
3817.0,3685.0,1318.5,2616.5,4410.0,1109.5,810.5,TGRH88_040330
2287.5,1185.0,1861.0,4386.5,3888.5,6235.5,4723.0,TGRH88_040340
410.5,4258.0,688.0,6134.5,1723.5,3989.5,5768.0,TGRH88_040350
4899.0,2967.0,5404.5,6299.5,4374.0,2401.0,433.0,TGRH88_040360
7097.0,1055.0,5404.5,5558.0,2581.5,6235.5,6520.0,TGRH88_040370
7097.0,2828.0,5404.5,158.0,2994.5,6235.5,7775.0,TGRH88_040380
706.5,4647.0,5404.5,5428.0,4307.0,3989.5,2977.0,TGRH88_040390
6004.0,7689.5,530.5,4500.5,7382.5,6235.5,8060.0,TGRH88_040400
2801.0,3907.0,5404.5,5428.0,4101.5,678.0,1986.0,TGRH88_040410
3850.0,2184.0,669.0,2131.5,7160.5,6235.5,6207.5,TGRH88_040420
7097.0,1353.0,2203.0,980.0,551.0,6235.5,6567.5,TGRH88_040430
4485.5,822.5,5404.5,4833.0,5604.0,191.5,6075.5,TGRH88_040440
5218.5,7077.0,5404.5,7473.5,7327.5,3417.0,464.0,TGRH88_040450
489.0,2934.0,5404.5,4191.0,3500.0,2451.0,1063.0,TGRH88_040460
4560.0,6705.5,911.5,7910.5,5816.0,3291.0,3057.0,TGRH88_040470
129.0,5928.0,513.5,6398.5,1371.0,191.5,2929.0,TGRH88_040480
3448.0,1166.5,5404.5,7323.5,2950.0,6235.5,3876.5,TGRH88_040490
3894.5,391.0,1873.5,3893.0,4553.0,3407.0,2959.5,TGRH88_040500
7097.0,7689.5,5404.5,5163.0,4354.5,1651.5,2690.0,TGRH88_040510
7097.0,3850.5,5404.5,7223.5,1544.5,6235.5,4283.0,TGRH88_040520
4048.0,4018.5,2011.5,3546.0,6957.5,2282.0,343.0,TGRH88_040530
1582.0,5171.0,5404.5,922.5,188.0,6235.5,1813.0,TGRH88_040540
1063.0,3315.0,658.0,3006.0,4051.0,6235.5,5826.5,TGRH88_040550
7097.0,4900.5,400.5,1415.5,1924.0,6235.5,4918.5,TGRH88_040560
591.0,2037.5,5404.5,5820.5,3071.0,2157.0,3910.5,TGRH88_040570
4916.0,5984.5,5404.5,5479.0,6945.0,6235.5,5371.0,TGRH88_040580
7097.0,7689.5,418.5,1261.5,1215.5,6235.5,6975.0,TGRH88_040590
2462.0,3030.0,5404.5,831.0,5131.5,6235.5,2591.5,TGRH88_040600
1723.5,3962.0,5404.5,671.0,3327.5,2510.0,884.0,TGRH88_040610
1262.5,5702.0,5404.5,740.5,6837.5,3522.5,5673.5,TGRH88_040620
7097.0,3795.5,610.0,200.5,308.5,3989.5,6050.0,TGRH88_040630
